C:\Data\BAS2023_Mo_batch\MI1B__rep1     2023-08-23  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000000.spe	571.00	9.31	0	0.017519	-0.011353	0.009840	0.089277	4567	2.48	0.000	0.000	0.021	0.055	0.035	0.009	0.384	0.000	0.025	0.021	0.071	0.000	0.000	0.000	0.097	0.108	0.142	0.000	0.152	0.044	0.029	0.061	0.000	0.114	0.042	0.035	0.013	0.024	0.017	0.087	0.108	0.112	0.070	0.000	0.150	0.000	0.044	0.045	0.081	0.000	0.000	0.040	0.041	0.000	0.036	19.983	2.370	0.193	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000001.spe	572.00	4.85	0	0.017528	-0.011353	0.009840	0.089277	10986	1.86	0.000	0.042	0.033	0.086	0.033	0.058	0.506	0.000	0.080	0.100	0.243	0.000	0.000	0.000	0.081	0.222	0.482	0.247	0.398	0.068	0.025	0.154	0.024	0.081	0.085	0.048	0.038	0.047	0.042	0.117	0.185	0.144	0.128	0.000	0.086	0.000	0.110	0.147	0.091	0.000	0.125	0.000	0.000	0.056	0.060	61.010	7.853	0.263	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000002.spe	573.00	4.85	0	0.017535	-0.011353	0.009749	0.089277	11357	1.47	0.000	0.041	0.037	0.075	0.095	0.000	0.451	0.000	0.092	0.102	0.239	0.030	0.000	0.000	0.053	0.102	0.031	0.297	0.351	0.073	0.065	0.110	0.089	0.053	0.117	0.040	0.047	0.044	0.062	0.138	0.205	0.171	0.134	0.000	0.000	0.298	0.080	0.067	0.173	0.089	0.118	0.019	0.000	0.108	0.079	64.543	8.080	0.270	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000003.spe	574.00	4.85	0	0.017540	-0.011353	0.009659	0.089277	11668	1.27	0.000	0.026	0.040	0.053	0.049	0.069	0.658	0.000	0.087	0.074	0.256	0.012	0.000	0.000	0.123	0.000	0.000	0.152	0.237	0.033	0.046	0.079	0.000	0.091	0.057	0.056	0.049	0.047	0.023	0.117	0.109	0.082	0.067	0.019	0.190	0.076	0.038	0.062	0.099	0.000	0.269	0.069	0.000	0.094	0.159	66.149	9.255	0.278	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000004.spe	575.00	4.85	0	0.017539	-0.011353	0.009678	0.089277	12087	1.33	0.000	0.000	0.119	0.067	0.014	0.000	0.579	0.000	0.157	0.107	0.279	0.015	0.022	0.000	0.059	0.276	0.255	0.311	0.570	0.054	0.031	0.106	0.000	0.137	0.049	0.036	0.034	0.040	0.035	0.092	0.047	0.079	0.119	0.000	0.000	0.000	0.066	0.045	0.071	0.105	0.174	0.100	0.028	0.143	0.096	68.282	9.457	0.286	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000005.spe	576.00	4.85	0	0.017537	-0.011353	0.009706	0.089277	13546	1.22	0.000	0.000	0.081	0.076	0.031	0.047	0.538	0.000	0.180	0.112	0.330	0.000	0.065	0.000	0.134	0.000	0.415	0.332	0.487	0.061	0.049	0.067	0.000	0.055	0.078	0.000	0.028	0.043	0.048	0.141	0.123	0.159	0.183	0.000	0.000	0.020	0.056	0.108	0.107	0.033	0.145	0.073	0.040	0.139	0.051	79.768	11.006	0.295	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000006.spe	577.00	4.85	0	0.017535	-0.011353	0.009689	0.089277	19414	1.40	0.000	0.000	0.050	0.000	0.125	0.063	0.540	0.000	0.130	0.363	0.389	0.048	0.000	0.000	0.287	0.065	0.252	0.386	0.654	0.104	0.038	0.093	0.000	0.186	0.075	0.057	0.095	0.063	0.104	0.237	0.326	0.351	0.321	0.020	0.000	0.066	0.093	0.116	0.259	0.142	0.185	0.000	0.129	0.181	0.236	110.592	14.136	0.308	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000007.spe	578.00	4.85	0	0.017532	-0.011353	0.009617	0.089277	32241	1.32	0.000	0.000	0.000	0.144	0.116	0.049	0.171	0.000	0.268	3.700	0.882	0.412	0.120	0.020	1.689	0.000	0.108	0.453	1.236	0.082	0.069	0.080	0.094	0.049	0.141	0.038	0.000	0.093	0.581	0.656	0.313	0.714	0.923	0.000	0.272	0.321	0.440	0.339	0.664	0.899	0.591	0.000	0.725	0.244	0.237	174.849	23.223	0.348	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000008.spe	579.00	4.93	1	0.017533	-0.011353	0.009606	0.089277	38952	1.37	0.000	0.085	0.146	0.115	0.195	0.093	0.269	0.000	0.204	7.269	0.995	0.794	0.149	0.000	1.998	0.000	0.335	0.431	0.756	0.128	0.068	0.122	0.000	0.129	0.120	0.076	0.076	0.021	0.855	0.559	0.355	0.777	1.066	0.000	0.735	0.861	0.355	0.412	0.892	1.157	0.474	0.026	0.967	0.128	0.456	205.046	26.617	0.372	
C:\Data\BAS2023_Mo_batch\MI1B__rep1\XRF data\L000009.spe	580.00	5.02	1	0.017532	-0.011353	0.009606	0.089277	40389	1.44	0.000	0.013	0.000	0.061	0.087	0.140	0.293	0.000	0.349	11.663	1.110	0.701	0.256	0.000	1.728	0.190	0.523	0.368	1.094	0.000	0.000	0.161	0.000	0.136	0.069	0.056	0.030	0.000	1.355	0.440	0.154	0.763	1.027	0.000	0.000	0.000	0.329	0.416	1.108	1.319	0.719	0.030	1.800	0.309	0.448	208.145	26.862	0.375	
