\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data     26/02/2025  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000000.spe	566.00	4.53	0	0.017526	-0.012928	0.010010	0.091030	23898	1.54	0	32	10	0	0	0	210	0	25	0	8	0	5	56	14	123	13	0	156	0	111	0	83	136	0	0	0	7	6	23	0	0	71	0	0	0	0	0	0	104	0	0	0	65	88	114	0	0	0	38039	5560	0.284	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000001.spe	567.00	4.57	0	0.017526	-0.012928	0.010010	0.091030	25389	1.54	54	39	24	0	0	0	207	0	42	0	0	15	12	58	0	145	20	0	171	12	115	0	0	127	0	0	0	5	16	0	0	45	81	0	0	0	0	0	68	102	6	9	39	149	143	137	39	0	0	40654	5861	0.294	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000002.spe	568.00	4.58	0	0.017526	-0.012928	0.010010	0.091030	29800	1.34	49	17	0	12	0	0	175	0	17	0	0	0	0	341	24	115	0	0	71	13	191	0	29	278	0	0	0	18	9	49	131	27	64	0	0	0	0	70	0	124	0	24	0	0	27	133	0	0	0	44527	6405	0.304	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000003.spe	569.00	4.58	0	0.017526	-0.012928	0.010010	0.091030	37694	1.26	14	26	7	0	0	0	194	0	71	24	0	0	0	1389	70	139	51	0	70	0	307	0	108	170	0	0	0	0	0	6	274	46	51	0	0	0	0	0	0	43	0	12	0	0	0	56	41	0	83	51076	7226	0.313	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000004.spe	570.00	4.58	0	0.017526	-0.012928	0.010010	0.091030	45009	1.20	29	17	10	0	0	0	187	7	67	46	19	14	0	1749	88	170	51	0	0	0	444	13	0	43	11	0	16	10	7	68	0	26	28	0	0	0	0	47	0	0	0	13	0	115	270	334	77	0	88	56827	8261	0.332	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000005.spe	571.00	4.59	0	0.017526	-0.012928	0.010010	0.091030	49232	1.80	10	29	17	0	0	0	134	0	68	42	14	9	0	1533	0	113	0	0	90	0	201	0	7	0	0	9	11	0	0	198	732	18	0	0	146	0	0	0	0	62	0	6	0	0	0	0	0	0	44	60810	8481	0.344	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000006.spe	572.00	4.59	1	0.017526	-0.012928	0.010010	0.091030	55828	1.17	10	0	12	0	17	0	118	20	89	67	0	0	0	2031	86	137	48	23	55	0	475	0	0	0	84	0	18	15	0	9	394	29	0	0	0	0	0	0	0	67	0	0	0	0	9	172	160	86	188	63915	8882	0.357	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000007.spe	573.00	4.60	1	0.017526	-0.012928	0.010010	0.091030	60419	1.53	0	28	0	0	0	0	121	10	126	43	0	24	0	3022	7	161	100	0	37	0	679	68	0	0	0	0	17	0	6	0	859	44	120	0	0	0	88	0	30	31	0	0	57	0	0	144	213	190	91	66751	9563	0.366	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000008.spe	574.00	4.66	1	0.017526	-0.012928	0.010010	0.091030	61394	1.66	18	36	42	0	15	0	121	0	95	83	0	0	0	3165	41	126	76	37	0	0	800	87	0	92	126	13	0	0	0	94	0	0	0	61	0	27	0	49	143	0	0	16	21	838	721	1003	166	139	382	68186	9358	0.368	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000009.spe	575.00	4.71	1	0.017526	-0.012928	0.010010	0.091030	58253	1.34	22	31	53	15	8	0	156	0	84	92	0	0	0	2782	105	150	22	60	92	18	503	0	20	108	179	24	8	0	6	306	798	85	0	33	0	27	0	0	0	61	0	83	0	0	0	44	0	0	151	66343	9298	0.359	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000010.spe	576.00	4.71	1	0.017526	-0.012928	0.010010	0.091030	58898	1.11	9	29	0	0	0	8	109	15	77	56	0	0	0	2025	65	166	0	0	71	0	560	96	0	76	19	13	0	0	11	129	0	0	83	0	0	0	0	0	0	0	0	0	0	210	522	545	140	158	57	66699	9415	0.363	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000011.spe	577.00	4.75	1	0.017526	-0.012928	0.010010	0.091030	61017	1.27	34	57	22	0	8	0	154	21	68	42	5	0	0	2489	116	142	54	0	85	94	504	0	0	216	115	23	8	0	21	298	0	24	0	48	0	26	12	0	0	177	0	27	0	661	398	365	0	82	344	67716	9510	0.368	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000012.spe	578.00	4.79	1	0.017526	-0.012928	0.010010	0.091030	61963	1.55	0	51	7	7	23	5	142	0	94	44	25	0	11	2553	126	183	89	0	0	0	548	22	0	0	19	16	16	8	6	0	0	0	15	0	0	68	138	53	0	0	0	12	0	714	889	542	241	300	232	69101	9756	0.369	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000013.spe	579.00	4.79	1	0.017526	-0.012928	0.010010	0.091030	64061	1.46	11	35	0	0	0	0	124	0	86	76	7	0	0	2623	120	117	43	19	0	0	474	126	160	0	0	4	7	0	0	58	798	74	0	0	0	101	10	276	74	0	0	0	0	0	0	182	251	138	183	70319	9985	0.375	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000014.spe	580.00	4.83	1	0.017526	-0.012928	0.010010	0.091030	63985	1.15	6	39	0	38	0	0	131	12	96	62	25	0	0	2658	52	135	31	28	91	0	457	158	128	62	0	19	0	11	0	149	557	111	0	0	0	0	325	80	0	0	47	0	8	0	73	199	108	0	195	70189	9440	0.374	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000015.spe	581.00	4.81	1	0.017526	-0.012928	0.010010	0.091030	65583	1.10	20	52	5	4	12	0	118	0	98	61	8	0	0	2922	60	193	101	15	17	0	306	110	0	0	0	0	0	0	0	0	50	81	99	0	87	0	0	0	0	0	0	0	0	217	467	104	236	281	186	70556	9710	0.382	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000016.spe	582.00	4.87	1	0.017526	-0.012928	0.010010	0.091030	63335	1.31	21	60	12	8	0	0	150	0	76	72	25	20	0	3279	116	175	144	0	0	31	479	118	130	0	14	19	12	0	7	14	0	5	0	0	0	82	82	122	0	0	0	28	0	643	751	353	171	186	385	70825	10243	0.375	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000017.spe	583.00	4.84	1	0.017526	-0.012928	0.010010	0.091030	67001	1.73	15	15	0	0	0	0	89	34	105	68	0	25	0	3279	164	160	66	24	0	0	408	0	46	143	9	0	0	0	0	214	1123	9	0	0	0	0	0	55	188	77	0	21	0	0	0	0	100	220	285	72901	10302	0.382	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000018.spe	584.00	4.87	1	0.017526	-0.012928	0.010010	0.091030	66264	1.22	0	6	0	0	0	0	103	0	111	97	6	0	0	3148	0	241	117	30	67	0	490	0	138	0	89	0	12	0	0	0	0	0	0	0	0	44	17	0	0	313	0	0	35	205	493	521	235	140	488	72852	10151	0.381	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000019.spe	585.00	4.86	1	0.017526	-0.012928	0.010010	0.091030	68310	1.40	0	37	38	0	7	16	116	14	111	62	0	13	0	3641	149	174	96	22	34	0	452	0	0	66	0	8	0	14	20	36	35	0	0	0	0	0	318	0	0	209	0	22	0	152	553	491	254	200	525	72801	10293	0.386	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000020.spe	586.00	4.89	1	0.017526	-0.012928	0.010010	0.091030	67370	1.14	30	8	4	10	0	0	124	7	115	58	0	0	0	3251	97	217	59	0	63	0	474	0	0	49	0	16	10	0	7	198	220	39	0	0	0	0	36	0	0	73	0	0	0	21	176	375	0	36	271	73636	10339	0.383	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000021.spe	587.00	4.89	1	0.017526	-0.012928	0.010010	0.091030	67045	1.09	0	34	0	0	0	0	108	4	130	42	0	0	33	3055	139	214	94	21	0	0	385	45	30	0	0	7	0	9	0	0	292	46	132	0	106	12	57	44	163	0	0	34	0	0	194	23	279	137	68	72771	10016	0.384	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000022.spe	588.00	4.87	1	0.017526	-0.012928	0.010010	0.091030	68181	1.19	20	69	10	4	27	0	111	16	91	52	0	0	0	2991	46	179	16	0	0	0	338	122	0	0	0	0	0	0	0	328	274	0	0	0	18	196	0	20	0	0	0	0	0	0	137	111	0	8	295	73798	10422	0.386	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000023.spe	589.00	4.89	1	0.017526	-0.012928	0.010010	0.091030	66769	1.53	0	0	0	15	0	0	109	0	94	91	0	38	0	3222	44	221	128	0	0	0	761	0	113	10	96	0	0	11	0	65	868	23	0	0	0	15	0	0	0	230	25	10	0	0	0	392	26	161	245	71965	9714	0.384	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000024.spe	590.00	4.89	1	0.017526	-0.012928	0.010010	0.091030	67721	1.24	7	52	22	8	0	0	131	5	131	103	0	0	0	3305	272	198	19	35	119	0	522	0	0	0	0	0	0	0	0	337	0	47	0	26	0	0	11	0	0	45	0	25	0	306	252	542	0	23	245	73077	10343	0.385	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000025.spe	591.00	4.89	1	0.017526	-0.012928	0.010010	0.091030	68165	1.31	9	33	51	14	0	7	88	0	120	92	5	6	0	3306	146	170	149	38	0	0	292	273	107	42	0	15	0	13	0	0	0	0	0	0	0	19	0	30	85	0	0	0	0	545	844	401	242	418	261	73440	10132	0.385	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Marion\MI1E_xrf\XRF data\L000026.spe	592.00	4.89	1	0.017526	-0.012928	0.010010	0.091030	66655	1.30	29	45	13	13	0	10	129	21	101	63	16	17	0	3322	269	158	154	65	54	0	525	0	122	95	0	0	15	0	0	0	407	0	117	0	0	0	24	0	67	197	0	11	0	0	102	353	182	297	0	72399	10379	0.383	
