C:\Data\BAS2023_Mo_batch\MST1A__rep1     2023-08-22  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000000.spe	176.00	5.46	1	0.017521	-0.011353	0.009873	0.089277	39457	1.67	0.000	0.000	0.000	0.098	0.174	0.056	0.455	0.000	0.437	1.035	0.959	0.571	0.000	0.000	8.884	0.702	1.101	0.395	1.887	0.114	0.106	0.110	0.023	0.182	0.160	0.130	0.081	0.034	0.285	0.776	0.539	0.876	0.891	0.000	0.720	0.000	0.267	0.449	0.605	0.944	0.330	0.000	0.970	0.114	0.391	214.782	26.524	0.373	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000001.spe	177.00	5.52	1	0.017520	-0.011353	0.009849	0.089277	39873	1.71	0.000	0.000	0.088	0.155	0.174	0.079	0.570	0.000	0.513	1.111	0.884	0.732	0.088	0.000	8.850	0.212	1.034	0.450	1.556	0.160	0.143	0.144	0.000	0.213	0.193	0.157	0.123	0.060	0.376	0.684	0.672	1.094	0.911	0.000	0.366	0.000	0.301	0.501	0.629	0.758	0.325	0.000	1.274	0.376	0.473	213.297	26.969	0.375	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000002.spe	178.00	5.55	1	0.017524	-0.011353	0.009802	0.089277	39816	1.89	0.000	0.000	0.082	0.135	0.191	0.000	0.526	0.000	0.510	1.419	0.974	0.669	0.000	0.253	7.704	0.312	0.874	0.323	1.213	0.124	0.138	0.073	0.000	0.169	0.301	0.086	0.171	0.000	0.204	0.913	0.485	1.133	1.049	0.026	0.266	0.118	0.526	0.276	0.519	1.119	0.712	0.055	1.000	0.401	0.664	208.242	25.957	0.371	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000003.spe	179.00	5.60	1	0.017533	-0.011353	0.009802	0.089277	35363	1.49	0.000	0.000	0.031	0.138	0.265	0.120	0.618	0.000	0.508	0.744	0.986	0.622	0.201	0.000	6.513	0.862	0.852	0.107	1.130	0.097	0.115	0.075	0.033	0.188	0.166	0.143	0.101	0.035	0.348	0.548	0.348	0.588	0.865	0.000	0.340	0.125	0.298	0.314	0.627	0.732	0.213	0.000	0.897	0.039	0.115	190.977	23.732	0.355	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000004.spe	180.00	5.52	1	0.017532	-0.011353	0.009788	0.089277	37360	1.62	0.000	0.030	0.059	0.125	0.153	0.100	0.502	0.000	0.626	0.793	1.018	0.444	0.125	0.000	8.130	0.516	1.172	0.597	1.545	0.067	0.091	0.083	0.065	0.055	0.177	0.132	0.012	0.067	0.449	0.535	0.320	0.713	0.899	0.000	0.000	0.000	0.233	0.223	0.660	0.705	0.504	0.000	1.126	0.363	0.498	198.709	25.798	0.365	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000005.spe	181.00	5.48	1	0.017538	-0.011353	0.009717	0.089277	39177	1.40	0.000	0.000	0.128	0.198	0.232	0.023	0.464	0.047	0.499	0.942	0.765	0.620	0.000	0.000	8.992	0.460	0.440	0.000	2.029	0.097	0.130	0.122	0.149	0.020	0.100	0.170	0.131	0.042	0.164	0.722	0.743	0.820	0.943	0.000	0.231	0.000	0.286	0.260	0.688	0.511	0.350	0.042	1.174	0.000	0.422	202.609	25.345	0.372	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000006.spe	182.00	5.49	1	0.017538	-0.011353	0.009762	0.089277	39706	1.41	0.000	0.055	0.113	0.047	0.155	0.061	0.401	0.062	0.719	0.885	1.081	0.747	0.000	0.019	9.748	0.804	0.495	0.000	2.220	0.059	0.066	0.111	0.153	0.047	0.102	0.042	0.068	0.075	0.324	0.666	0.451	0.879	0.996	0.000	0.000	0.000	0.414	0.390	0.466	1.038	0.903	0.337	1.331	0.343	0.528	205.886	25.644	0.377	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000007.spe	183.00	5.48	1	0.017539	-0.011353	0.009817	0.089277	40061	1.37	0.000	0.060	0.069	0.211	0.139	0.089	0.438	0.022	0.632	0.698	0.846	0.674	0.073	0.031	10.408	0.845	0.783	0.364	1.525	0.085	0.091	0.095	0.099	0.056	0.109	0.148	0.043	0.014	0.411	0.582	0.445	0.886	0.955	0.000	0.749	0.247	0.285	0.218	0.429	0.828	0.427	0.082	1.417	0.057	0.326	208.689	26.609	0.375	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000008.spe	184.00	5.49	1	0.017541	-0.011353	0.009817	0.089277	39084	1.31	0.000	0.000	0.056	0.123	0.192	0.133	0.601	0.000	0.695	0.642	1.047	0.529	0.123	0.000	9.915	0.567	0.764	0.000	1.404	0.131	0.073	0.174	0.000	0.211	0.146	0.125	0.107	0.046	0.155	0.814	0.262	0.697	0.570	0.000	0.076	0.000	0.317	0.298	0.466	0.963	0.623	0.130	1.007	0.487	0.467	203.593	25.267	0.372	
C:\Data\BAS2023_Mo_batch\MST1A__rep1\XRF data\L000009.spe	185.00	5.49	1	0.017541	-0.011353	0.009883	0.089277	39215	1.30	0.000	0.059	0.033	0.223	0.251	0.113	0.580	0.032	0.635	0.460	0.883	0.531	0.181	0.043	9.636	1.008	0.684	0.221	1.689	0.078	0.093	0.082	0.018	0.173	0.117	0.095	0.151	0.024	0.408	0.556	0.509	0.838	0.680	0.000	0.589	0.000	0.343	0.194	0.406	0.895	0.520	0.000	1.040	0.521	0.272	203.226	24.818	0.373	
