C:\Data\BAS2023_Mo_batch\MI1C__xrf     2023-08-23  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000000.spe	1121.00	9.33	0	0.017517	-0.011353	0.009847	0.089277	2247	1.41	0.000	0.000	0.000	0.000	0.000	0.000	0.223	0.000	0.000	0.010	0.061	0.000	0.018	0.000	0.049	0.059	0.000	0.049	0.062	0.000	0.016	0.011	0.000	0.037	0.012	0.011	0.000	0.000	0.012	0.037	0.024	0.044	0.034	0.000	0.044	0.000	0.024	0.024	0.055	0.000	0.000	0.000	0.000	0.000	0.032	10.163	1.321	0.198	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000001.spe	1122.00	9.50	1	0.017513	-0.011353	0.009832	0.089277	5866	2.61	0.000	0.000	0.043	0.029	0.057	0.032	0.657	0.000	0.000	0.024	0.131	0.018	0.000	0.000	0.201	0.076	0.077	0.110	0.256	0.024	0.044	0.099	0.000	0.118	0.068	0.028	0.029	0.044	0.028	0.084	0.103	0.089	0.071	0.024	0.035	0.079	0.024	0.071	0.108	0.000	0.000	0.000	0.000	0.000	0.029	26.798	3.744	0.213	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000002.spe	1123.00	6.62	0	0.017524	-0.011353	0.009832	0.089277	26789	1.73	0.000	0.000	0.050	0.146	0.065	0.064	0.554	0.000	0.076	0.976	0.687	0.305	0.100	0.000	1.079	0.395	0.414	0.408	0.369	0.110	0.073	0.097	0.000	0.197	0.166	0.096	0.134	0.042	0.317	0.438	0.307	0.615	0.588	0.000	0.370	0.000	0.154	0.201	0.444	0.544	0.306	0.000	0.566	0.151	0.152	148.686	19.480	0.332	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000003.spe	1124.00	4.40	1	0.017529	-0.011353	0.009832	0.089277	41146	1.29	0.000	0.064	0.173	0.152	0.100	0.080	0.440	0.000	0.313	3.389	0.953	0.537	0.019	0.057	2.501	0.000	0.412	0.138	1.059	0.145	0.101	0.098	0.000	0.194	0.126	0.096	0.047	0.059	0.505	0.847	0.454	1.023	1.056	0.049	0.439	0.814	0.315	0.405	0.380	1.270	0.559	0.112	1.323	0.081	0.633	218.580	28.532	0.382	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000004.spe	1125.00	4.44	1	0.017529	-0.011353	0.009792	0.089277	42274	1.28	0.000	0.175	0.127	0.132	0.149	0.120	0.281	0.000	0.266	4.460	0.988	0.948	0.000	0.000	3.217	0.099	0.000	0.000	1.708	0.135	0.085	0.075	0.026	0.144	0.101	0.094	0.042	0.014	0.494	0.811	0.884	1.341	1.181	0.000	0.326	0.000	0.292	0.383	0.793	1.258	0.552	0.520	1.892	0.268	0.795	222.553	29.465	0.390	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000005.spe	1126.00	4.48	1	0.017532	-0.011353	0.009836	0.089277	42746	1.23	0.000	0.046	0.103	0.179	0.177	0.057	0.334	0.000	0.303	5.250	1.092	0.837	0.050	0.000	2.884	0.372	0.325	0.234	1.417	0.096	0.086	0.131	0.000	0.186	0.081	0.065	0.057	0.033	0.606	0.918	0.327	1.008	1.200	0.086	0.280	0.000	0.177	0.372	0.823	1.561	1.245	0.000	1.076	0.278	0.666	226.597	30.934	0.391	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000006.spe	1127.00	4.49	1	0.017530	-0.011353	0.009904	0.089277	42964	1.28	0.000	0.063	0.029	0.023	0.217	0.033	0.273	0.000	0.290	6.187	0.987	0.976	0.012	0.085	3.524	0.118	0.511	0.000	1.884	0.120	0.153	0.070	0.086	0.106	0.134	0.049	0.170	0.022	0.656	0.602	0.594	0.959	1.079	0.013	0.552	0.103	0.429	0.381	0.558	1.308	1.332	0.106	1.517	0.527	0.541	230.134	29.959	0.395	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000007.spe	1128.00	4.52	1	0.017528	-0.011353	0.009904	0.089277	43197	1.17	0.000	0.078	0.107	0.145	0.126	0.090	0.349	0.051	0.444	6.192	1.083	0.862	0.154	0.000	3.427	0.394	0.385	0.560	1.949	0.115	0.079	0.107	0.000	0.155	0.123	0.044	0.031	0.063	0.426	0.740	0.370	0.967	1.041	0.000	0.000	0.000	0.394	0.375	0.719	1.122	0.512	0.000	1.640	0.516	0.609	231.977	30.526	0.396	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000008.spe	1129.00	4.51	1	0.017529	-0.011353	0.009904	0.089277	43522	1.33	0.000	0.132	0.078	0.157	0.195	0.024	0.384	0.000	0.399	5.985	1.043	0.772	0.106	0.000	3.120	0.338	0.262	0.125	2.132	0.110	0.076	0.131	0.000	0.167	0.137	0.077	0.032	0.015	0.860	0.834	0.716	1.196	1.059	0.000	0.162	0.105	0.263	0.464	1.001	1.218	0.582	0.207	1.728	0.000	0.784	232.245	30.854	0.397	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000009.spe	1130.00	4.55	1	0.017531	-0.011353	0.009880	0.089277	43187	1.29	0.058	0.139	0.217	0.175	0.099	0.000	0.302	0.025	0.435	5.674	1.130	0.849	0.060	0.000	3.076	0.931	0.277	0.200	1.384	0.142	0.136	0.136	0.026	0.118	0.131	0.118	0.060	0.091	0.838	0.481	0.134	0.844	0.889	0.000	0.803	0.000	0.384	0.250	0.798	1.404	0.499	0.110	1.318	0.325	0.687	234.547	29.809	0.397	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000010.spe	1131.00	4.55	1	0.017533	-0.011353	0.009847	0.089277	43568	1.22	0.000	0.070	0.025	0.142	0.213	0.000	0.155	0.000	0.331	4.753	1.240	0.766	0.000	0.000	3.360	0.293	0.523	0.456	1.364	0.121	0.160	0.100	0.109	0.077	0.178	0.152	0.015	0.000	1.048	0.584	0.090	0.933	1.015	0.000	0.468	0.155	0.214	0.331	1.049	1.642	0.727	0.153	1.889	0.695	0.172	235.138	30.604	0.398	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000011.spe	1132.00	4.59	1	0.017534	-0.011353	0.009847	0.089277	43284	1.28	0.000	0.105	0.197	0.155	0.142	0.070	0.372	0.000	0.366	5.555	0.852	0.933	0.106	0.000	3.405	0.176	0.648	0.266	1.237	0.151	0.123	0.087	0.000	0.193	0.155	0.148	0.051	0.024	0.884	0.557	0.532	0.887	0.824	0.000	0.207	0.788	0.407	0.412	0.802	1.255	0.630	0.000	1.644	0.157	0.659	235.513	30.855	0.398	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000012.spe	1133.00	4.61	1	0.017537	-0.011353	0.009818	0.089277	43146	1.15	0.000	0.066	0.012	0.120	0.092	0.000	0.374	0.020	0.313	6.512	1.069	0.920	0.141	0.000	3.038	0.000	0.076	0.620	1.221	0.095	0.133	0.015	0.038	0.138	0.046	0.087	0.055	0.000	0.986	0.768	0.361	1.129	1.059	0.000	0.440	0.096	0.471	0.438	0.770	1.382	1.028	0.000	1.617	0.681	0.277	231.897	29.968	0.396	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000013.spe	1134.00	4.63	1	0.017538	-0.011353	0.009805	0.089277	43634	1.33	0.000	0.106	0.082	0.066	0.144	0.044	0.184	0.000	0.449	6.910	0.939	0.836	0.000	0.253	3.117	0.487	0.565	0.449	1.649	0.140	0.088	0.159	0.097	0.111	0.159	0.104	0.030	0.017	1.089	0.414	0.285	1.064	0.893	0.000	1.270	0.016	0.205	0.325	0.932	1.489	0.838	0.116	1.496	0.164	0.589	232.127	30.444	0.397	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000014.spe	1135.00	4.65	1	0.017536	-0.011353	0.009739	0.089277	43406	1.26	0.000	0.128	0.084	0.173	0.142	0.039	0.464	0.000	0.341	6.102	1.355	0.942	0.267	0.035	2.701	0.909	0.192	0.275	1.911	0.134	0.165	0.079	0.000	0.217	0.104	0.041	0.079	0.000	1.048	0.440	0.000	0.766	1.025	0.000	0.487	0.000	0.208	0.329	0.816	1.672	0.795	0.313	1.433	0.249	0.461	231.602	30.267	0.395	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000015.spe	1136.00	4.65	1	0.017533	-0.011353	0.009778	0.089277	43368	1.20	0.000	0.148	0.065	0.183	0.148	0.062	0.172	0.027	0.318	5.171	1.293	0.780	0.000	0.022	3.086	0.491	0.052	0.255	1.747	0.142	0.113	0.183	0.195	0.034	0.151	0.115	0.030	0.065	0.746	0.719	0.285	1.086	1.215	0.137	0.000	0.000	0.411	0.458	0.684	1.218	0.740	0.737	1.659	0.270	0.867	233.109	29.752	0.397	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000016.spe	1137.00	4.64	1	0.017534	-0.011353	0.009778	0.089277	43434	1.22	0.000	0.022	0.106	0.176	0.099	0.000	0.154	0.000	0.296	5.663	1.214	0.738	0.209	0.280	3.633	0.116	0.327	0.272	1.032	0.146	0.145	0.061	0.314	0.000	0.177	0.094	0.088	0.015	0.770	0.735	0.339	1.062	1.454	0.172	0.072	0.343	0.446	0.325	0.724	1.323	0.742	0.647	1.509	0.330	0.918	233.101	30.057	0.396	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000017.spe	1138.00	4.66	1	0.017532	-0.011353	0.009795	0.089277	42500	1.38	0.000	0.068	0.110	0.158	0.165	0.078	0.377	0.018	0.306	5.249	1.214	0.949	0.062	0.040	3.099	0.233	0.070	0.320	1.737	0.115	0.101	0.103	0.076	0.100	0.084	0.065	0.124	0.024	0.738	0.700	0.337	1.093	1.050	0.000	0.632	0.000	0.524	0.382	0.763	1.643	0.586	0.206	1.492	0.602	0.509	227.690	29.039	0.391	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000018.spe	1139.00	4.67	1	0.017533	-0.011353	0.009795	0.089277	42400	1.43	0.000	0.000	0.096	0.097	0.154	0.089	0.230	0.000	0.311	4.941	1.189	0.673	0.114	0.000	2.626	0.242	0.032	0.613	1.760	0.125	0.083	0.106	0.074	0.113	0.185	0.086	0.065	0.046	0.825	0.603	0.299	0.700	1.159	0.000	0.145	0.313	0.325	0.247	0.828	1.033	0.519	0.164	1.243	0.249	0.204	224.950	29.496	0.389	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000019.spe	1140.00	4.66	1	0.017536	-0.011353	0.009795	0.089277	42863	1.34	0.000	0.054	0.088	0.241	0.096	0.092	0.393	0.000	0.450	5.681	1.050	0.878	0.000	0.039	3.019	0.235	0.116	0.198	1.623	0.143	0.164	0.067	0.000	0.167	0.203	0.080	0.000	0.032	0.806	0.511	0.216	0.810	0.945	0.000	0.441	0.000	0.184	0.302	0.973	1.496	0.420	0.000	1.309	0.282	0.773	231.261	28.885	0.394	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000020.spe	1141.00	4.69	1	0.017538	-0.011353	0.009760	0.089277	42887	1.27	0.000	0.000	0.000	0.194	0.155	0.094	0.184	0.000	0.283	5.872	1.244	0.722	0.133	0.000	3.101	0.174	0.393	0.640	1.701	0.040	0.097	0.077	0.252	0.000	0.184	0.118	0.072	0.015	0.804	0.547	0.239	0.773	1.159	0.000	1.037	0.178	0.411	0.363	0.630	1.356	0.806	0.117	1.711	0.000	0.780	226.514	29.159	0.393	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000021.spe	1142.00	4.68	1	0.017541	-0.011353	0.009797	0.089277	43316	1.14	0.000	0.000	0.032	0.142	0.167	0.000	0.154	0.017	0.316	5.989	1.426	0.752	0.367	0.157	3.080	0.450	0.265	0.193	1.970	0.119	0.090	0.149	0.140	0.036	0.120	0.080	0.061	0.066	1.109	0.560	0.000	0.716	0.910	0.210	0.241	0.098	0.297	0.362	0.907	1.331	0.844	0.106	1.228	0.287	0.400	230.584	28.830	0.393	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000022.spe	1143.00	4.69	1	0.017542	-0.011353	0.009775	0.089277	42963	1.27	0.000	0.053	0.077	0.143	0.131	0.013	0.259	0.000	0.190	5.721	1.107	0.838	0.000	0.000	3.298	0.071	0.000	0.532	1.365	0.103	0.106	0.160	0.107	0.098	0.111	0.062	0.097	0.056	1.073	0.471	0.372	0.964	0.961	0.329	0.625	0.021	0.314	0.227	0.859	1.469	1.032	0.160	1.589	0.432	0.532	227.060	28.426	0.392	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000023.spe	1144.00	4.68	1	0.017540	-0.011353	0.009750	0.089277	42661	1.39	0.000	0.033	0.000	0.103	0.044	0.146	0.456	0.000	0.333	5.783	1.057	0.695	0.127	0.000	3.316	0.000	0.596	0.000	1.363	0.101	0.105	0.046	0.000	0.076	0.165	0.093	0.037	0.062	0.918	0.469	0.361	0.812	1.109	0.100	0.000	0.755	0.175	0.483	0.974	1.248	0.752	0.388	1.809	0.148	0.688	223.177	28.459	0.390	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000024.spe	1145.00	4.68	1	0.017541	-0.011353	0.009728	0.089277	42702	1.46	0.000	0.000	0.062	0.158	0.148	0.108	0.492	0.000	0.318	5.962	1.291	0.771	0.000	0.070	3.012	0.522	0.348	0.747	1.318	0.135	0.052	0.132	0.000	0.216	0.084	0.097	0.092	0.000	0.847	0.600	0.000	0.905	1.035	0.000	0.346	0.000	0.334	0.232	0.657	1.472	0.421	0.051	1.357	0.392	0.330	228.289	28.526	0.392	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000025.spe	1146.00	4.70	1	0.017543	-0.011353	0.009689	0.089277	42526	1.30	0.000	0.014	0.078	0.094	0.087	0.000	0.233	0.029	0.458	7.876	1.336	0.767	0.197	0.088	2.953	0.000	0.351	0.352	1.946	0.075	0.054	0.065	0.170	0.000	0.106	0.048	0.000	0.069	1.135	0.672	0.000	1.022	1.076	0.000	0.555	0.846	0.642	0.234	0.841	1.639	0.883	0.049	1.641	0.539	0.453	223.737	28.691	0.391	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000026.spe	1147.00	4.69	1	0.017545	-0.011353	0.009674	0.089277	43383	1.55	0.000	0.031	0.110	0.165	0.083	0.152	0.425	0.000	0.338	7.584	1.398	1.015	0.033	0.037	3.140	0.470	0.508	0.362	1.698	0.078	0.074	0.029	0.000	0.152	0.143	0.083	0.032	0.000	1.324	0.450	0.000	0.891	0.837	0.000	0.382	0.000	0.332	0.139	0.896	1.750	0.746	0.322	1.427	0.293	0.547	228.091	29.021	0.395	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000027.spe	1148.00	4.70	1	0.017538	-0.011353	0.009593	0.089277	42120	1.23	0.000	0.149	0.029	0.099	0.129	0.062	0.327	0.125	0.337	6.944	1.064	0.719	0.041	0.000	2.947	0.253	0.604	0.492	1.414	0.048	0.062	0.101	0.062	0.070	0.014	0.096	0.029	0.000	1.152	0.641	0.232	0.823	1.199	0.000	0.343	0.125	0.261	0.440	0.957	1.681	1.205	0.177	1.313	0.404	0.468	226.328	28.700	0.388	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000028.spe	1149.00	4.68	1	0.017540	-0.011353	0.009616	0.089277	42314	1.42	0.000	0.074	0.095	0.132	0.200	0.080	0.436	0.000	0.263	7.149	1.184	0.746	0.095	0.096	3.390	0.657	0.564	0.186	1.643	0.041	0.087	0.126	0.000	0.214	0.117	0.108	0.082	0.000	0.929	0.587	0.263	0.985	1.078	0.000	0.800	0.000	0.309	0.317	0.829	1.103	1.109	0.088	1.450	0.360	0.538	226.455	27.514	0.390	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000029.spe	1150.00	4.71	1	0.017542	-0.011353	0.009651	0.089277	41720	1.28	0.000	0.151	0.073	0.146	0.116	0.045	0.305	0.047	0.215	6.946	1.235	0.773	0.087	0.000	2.686	0.287	0.552	0.686	1.288	0.084	0.116	0.032	0.123	0.000	0.066	0.086	0.032	0.000	1.268	0.583	0.000	0.897	1.203	0.000	0.039	0.000	0.202	0.376	0.906	1.845	0.391	0.291	1.628	0.093	0.513	223.317	28.218	0.386	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000030.spe	1151.00	4.73	1	0.017544	-0.011353	0.009664	0.089277	41487	1.45	0.000	0.022	0.044	0.100	0.198	0.091	0.328	0.000	0.259	10.387	1.065	0.526	0.166	0.092	2.877	0.000	0.534	0.556	1.864	0.092	0.108	0.096	0.063	0.054	0.120	0.067	0.070	0.000	1.280	0.614	0.156	0.837	0.903	0.000	0.838	1.092	0.358	0.396	1.041	1.508	0.513	0.284	1.462	0.346	0.429	214.409	27.668	0.385	
C:\Data\BAS2023_Mo_batch\MI1C__xrf\XRF data\L000031.spe	1152.00	4.72	1	0.017546	-0.011353	0.009681	0.089277	43390	2.13	0.000	0.071	0.058	0.181	0.230	0.070	0.344	0.000	0.250	44.030	1.676	0.718	0.383	0.000	2.730	0.651	0.208	0.000	0.903	0.085	0.103	0.102	0.035	0.153	0.145	0.096	0.036	0.000	3.189	0.773	0.000	0.439	0.841	0.091	0.139	0.000	0.387	0.510	2.196	1.913	0.558	0.450	1.045	0.257	0.471	218.321	26.914	0.389	
