"Location","Site","label","ID","section_depth","field_depth","depth","SH20_mean_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Bird Island","BI10","BI10.01","ACE_ITRAX_2",0.1,0.1,0.1,-63.4,7.46,1,TRUE,19704,50127,1.34,-0.826476364823866,-0.188536920194881,-1.88071647426264,2.02420570648042,2.63625032973883,0.456509792463727,-0.496885777250952,-2.59260462413288,2.57306460715666,-0.565663059714762,41757,6.770189803,0.147706346
"Bird Island","BI10","BI10.01","ACE_ITRAX_3",0.2,0.2,0.2,-61.7,7.48,1,TRUE,19718,50612,1.39,-1.37447199924156,0.446815571587455,-1.19516837119863,1.64817201553545,1.97993333266351,0.070405315899639,0.933379405070283,-3.1851742939724,1.52434273488826,-0.701113964345898,41474,6.853436849,0.145912193
"Bird Island","BI10","BI10.01","ACE_ITRAX_4",0.3,0.3,0.3,-60.1,7.5,1,TRUE,19924,50481,1.2,-1.06539033547308,-0.393364392801797,-2.18628169997949,0.741383563414911,2.33705738283591,2.05033699689814,-0.649620500833009,-2.8509518888348,2.26015841528098,-0.441863845804584,41764,6.650485437,0.150364964
"Bird Island","BI10","BI10.01","ACE_ITRAX_5",0.4,0.4,0.4,-58.6,7.52,1,TRUE,20433,52629,1.37,1.03230306005609,-0.605403393781263,0.366268311177906,-0.944241919167859,1.4186614607357,-0.243197498445894,-1.13175591267641,0.0395716403311256,0.899243089694352,-0.0879437401554858,43019,6.544545773,0.152798992
"Bird Island","BI10","BI10.01","ACE_ITRAX_6",0.5,0.5,0.5,-57,7.52,1,TRUE,20192,50683,1.31,0.212627484513676,-0.365531422277383,0.314544983875574,0.608132511950964,1.40391055966201,-0.0791267173538502,-0.98288846374228,-0.850124140180154,1.13766208002195,-0.374866624159075,42788,6.772570391,0.147654427
"Bird Island","BI10","BI10.01","ACE_ITRAX_7",0.6,0.6,0.6,-55.5,7.51,1,TRUE,20422,51345,1.32,1.38160327170107,-0.189416209299013,-2.52665854121431,1.36139835378212,1.56729176963395,0.100666383437955,0.0705404032929448,-3.13873144782945,1.95599682032484,-0.306412941173447,44017,6.928134006,0.144339009
"Bird Island","BI10","BI10.01","ACE_ITRAX_8",0.7,0.7,0.7,-53.9,7.48,1,TRUE,21569,53000,1.27,-1.07299425374909,-0.813158307009277,-2.19600692753821,1.23505998722358,1.88434311788202,2.2691686067402,-0.654481591010662,-2.8591743098662,2.19047572095265,0.182958069106786,45887,6.793308424,0.14720368
"Bird Island","BI10","BI10.01","ACE_ITRAX_9",0.8,0.8,0.8,-52.4,7.48,1,TRUE,22053,54850,1.38,0.428820949102064,-1.00414872022379,-1.04232104901808,1.03703259353876,1.25959724913444,-0.222799438707575,1.36348933376971,-3.63516712021236,1.3033980043467,-0.23213341282734,45491,7.11904337,0.140468311
"Bird Island","BI10","BI10.01","ACE_ITRAX_10",0.9,0.9,0.9,-50.8,7.51,1,TRUE,20675,52835,1.33,0.719790579703272,-0.0529227168462387,-0.275448981066652,-2.70140028465005,1.436689437649,-0.0629703517218127,-0.96822920010019,0.523179801483382,1.70098448762691,0.0198343990133752,44406,6.688019391,0.149521098
"Bird Island","BI10","BI10.01","ACE_ITRAX_11",1,1,1,-49.3,7.53,1,TRUE,20757,52197,1.39,-1.34441511704471,-0.710676241381275,0.772201883243727,-2.33279286233997,1.62028583305223,0.0915826684894899,1.70827804054397,-3.15267258110982,2.01160540662942,-0.353019704057279,44754,7.107608696,0.140694296
