C:\Data\BAS2023_Mo_batch\MI1J__rep1     2023-08-24  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000000.spe	1120.00	4.43	0	0.017510	-0.011353	0.009856	0.089277	9950	1.49	0.000	0.000	0.000	0.029	0.014	0.023	0.478	0.000	0.081	0.189	0.163	0.020	0.042	0.000	0.105	0.078	0.258	0.324	0.263	0.025	0.038	0.109	0.056	0.021	0.053	0.069	0.047	0.018	0.017	0.088	0.153	0.138	0.085	0.000	0.000	0.104	0.052	0.083	0.096	0.000	0.124	0.211	0.041	0.178	0.149	57.917	8.361	0.278	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000001.spe	1121.00	4.44	0	0.017509	-0.011353	0.009837	0.089277	16509	1.81	0.000	0.000	0.000	0.095	0.020	0.038	0.645	0.000	0.089	0.979	0.245	0.125	0.122	0.000	0.439	0.135	0.316	0.358	0.823	0.057	0.060	0.088	0.000	0.109	0.102	0.037	0.065	0.053	0.135	0.208	0.305	0.234	0.293	0.000	0.090	0.000	0.106	0.115	0.227	0.241	0.166	0.039	0.148	0.152	0.117	86.893	12.549	0.284	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000002.spe	1122.00	4.46	0	0.017508	-0.011353	0.009819	0.089277	27269	1.93	0.000	0.014	0.000	0.000	0.038	0.000	0.338	0.000	0.253	6.871	0.639	0.464	0.112	0.224	1.238	0.321	0.764	0.353	1.128	0.031	0.019	0.000	0.024	0.000	0.016	0.025	0.000	0.014	0.216	0.453	0.229	0.629	0.722	0.000	0.523	0.000	0.274	0.295	0.849	0.740	0.269	0.094	0.867	0.092	0.520	129.380	18.373	0.305	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000003.spe	1123.00	4.48	0	0.017506	-0.011353	0.009802	0.089277	31454	2.47	0.039	0.087	0.034	0.064	0.078	0.000	0.201	0.049	0.491	8.027	0.570	0.588	0.115	0.000	1.489	0.136	0.909	0.365	1.297	0.061	0.000	0.064	0.000	0.044	0.000	0.056	0.000	0.000	0.219	0.674	0.603	0.723	0.770	0.000	0.000	0.000	0.135	0.342	0.960	0.654	0.156	0.035	0.955	0.000	0.458	151.108	21.983	0.325	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000004.spe	1124.00	4.55	1	0.017504	-0.011353	0.009787	0.089277	33618	3.00	0.058	0.087	0.000	0.088	0.069	0.014	0.236	0.000	0.700	12.756	0.787	0.542	0.260	0.012	1.907	0.113	1.337	0.910	1.464	0.025	0.000	0.054	0.000	0.000	0.000	0.074	0.000	0.000	0.296	1.005	0.466	1.019	1.135	0.000	0.000	0.000	0.341	0.239	1.139	1.068	0.798	0.464	1.266	0.416	0.686	163.402	23.269	0.337	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000005.spe	1125.00	4.62	1	0.017511	-0.011353	0.009787	0.089277	33427	2.62	0.000	0.000	0.028	0.032	0.070	0.033	0.308	0.059	0.603	14.525	0.832	0.676	0.292	0.055	1.669	0.000	1.465	0.134	1.369	0.000	0.000	0.068	0.000	0.038	0.000	0.066	0.000	0.000	0.608	0.626	0.197	0.719	0.821	0.000	0.368	0.914	0.169	0.152	1.294	1.065	0.067	0.327	1.002	0.432	0.486	165.875	23.325	0.339	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000006.spe	1126.00	4.67	1	0.017508	-0.011353	0.009773	0.089277	34678	3.88	0.000	0.079	0.048	0.076	0.084	0.076	0.183	0.116	0.875	18.430	0.729	0.677	0.428	0.000	1.936	0.000	2.380	0.632	1.708	0.000	0.000	0.000	0.099	0.000	0.000	0.100	0.000	0.000	0.391	0.798	0.618	0.812	0.995	0.203	0.049	0.339	0.268	0.421	1.419	0.786	0.205	0.107	0.993	0.537	0.720	172.423	24.528	0.345	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000007.spe	1127.00	4.64	1	0.017506	-0.011353	0.009760	0.089277	39676	4.70	0.000	0.130	0.174	0.051	0.067	0.044	0.065	0.207	1.148	25.207	1.201	0.860	0.522	0.077	2.194	0.337	1.887	1.033	1.765	0.000	0.000	0.055	0.112	0.000	0.000	0.120	0.000	0.000	0.968	0.901	0.408	0.969	1.378	0.000	0.000	0.000	0.355	0.496	2.111	1.310	1.000	0.047	1.488	0.463	0.683	196.940	28.104	0.366	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000008.spe	1128.00	4.66	1	0.017515	-0.011353	0.009760	0.089277	39857	3.30	0.062	0.158	0.047	0.015	0.031	0.033	0.055	0.075	0.860	15.838	0.998	0.859	0.451	0.035	2.340	0.000	1.168	0.664	1.229	0.000	0.015	0.000	0.127	0.000	0.000	0.029	0.000	0.000	0.759	0.930	0.761	1.096	1.370	0.062	0.686	0.347	0.427	0.655	1.507	1.563	0.992	0.280	1.676	0.556	0.290	202.262	27.797	0.369	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000009.spe	1129.00	4.66	1	0.017522	-0.011353	0.009679	0.089277	40131	2.57	0.000	0.097	0.089	0.101	0.067	0.033	0.172	0.087	0.843	11.809	1.148	0.892	0.385	0.000	2.184	0.118	0.900	0.442	1.597	0.023	0.024	0.000	0.130	0.000	0.000	0.024	0.000	0.000	0.877	0.875	0.231	0.922	1.107	0.000	0.111	0.074	0.362	0.346	1.383	1.347	0.621	0.361	1.246	0.232	0.601	202.836	26.903	0.372	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000010.spe	1130.00	4.67	1	0.017521	-0.011353	0.009697	0.089277	40979	2.71	0.000	0.121	0.065	0.049	0.099	0.000	0.227	0.112	0.700	14.371	1.087	0.992	0.319	0.000	2.267	0.248	1.033	0.458	2.209	0.000	0.000	0.027	0.000	0.000	0.000	0.065	0.000	0.000	0.974	0.703	0.292	1.025	1.243	0.000	0.328	0.000	0.390	0.276	1.292	1.364	0.430	0.419	1.336	0.728	0.696	206.928	27.955	0.377	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000011.spe	1131.00	4.69	1	0.017520	-0.011353	0.009733	0.089277	40712	2.60	0.040	0.113	0.098	0.076	0.069	0.000	0.101	0.061	0.479	13.097	0.993	0.832	0.339	0.037	2.190	0.190	0.948	0.561	2.099	0.035	0.000	0.087	0.101	0.000	0.000	0.045	0.000	0.000	0.902	0.744	0.602	1.170	1.381	0.244	0.164	0.000	0.382	0.429	1.394	1.407	0.856	0.250	1.672	0.591	0.661	210.028	28.194	0.376	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000012.spe	1132.00	4.70	1	0.017525	-0.011353	0.009812	0.089277	40773	2.26	0.000	0.115	0.086	0.076	0.111	0.000	0.402	0.031	0.439	11.150	1.155	1.029	0.457	0.093	2.339	0.525	0.765	0.505	1.811	0.033	0.000	0.000	0.000	0.027	0.000	0.033	0.000	0.000	0.983	0.998	0.469	1.321	1.461	0.000	0.000	0.000	0.484	0.419	1.219	1.857	0.814	0.784	1.415	0.643	0.938	210.480	28.467	0.377	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000013.spe	1133.00	4.73	1	0.017524	-0.011353	0.009787	0.089277	40557	2.51	0.000	0.056	0.027	0.000	0.069	0.046	0.542	0.000	0.468	10.262	0.960	0.800	0.177	0.000	2.344	0.000	0.616	0.190	1.951	0.000	0.032	0.000	0.000	0.086	0.036	0.044	0.000	0.000	0.826	0.589	0.370	1.021	1.099	0.000	0.000	0.803	0.255	0.568	0.934	1.530	0.520	0.138	1.624	0.516	0.651	206.271	27.782	0.374	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000014.spe	1134.00	4.72	1	0.017521	-0.011353	0.009758	0.089277	40025	2.31	0.000	0.129	0.100	0.168	0.126	0.067	0.129	0.000	0.540	8.311	1.278	0.817	0.355	0.227	2.018	0.000	0.295	0.261	1.703	0.025	0.062	0.097	0.126	0.000	0.000	0.107	0.000	0.000	0.927	0.697	0.051	0.940	1.167	0.000	0.220	0.142	0.199	0.304	0.840	1.697	0.642	0.401	1.454	0.720	0.641	205.257	26.981	0.373	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000015.spe	1135.00	4.70	1	0.017521	-0.011353	0.009801	0.089277	40975	2.32	0.000	0.096	0.125	0.079	0.093	0.000	0.086	0.120	0.487	8.838	0.961	0.774	0.316	0.000	1.991	0.843	0.755	0.583	2.060	0.040	0.057	0.057	0.156	0.000	0.000	0.058	0.000	0.000	1.052	0.688	0.510	1.035	1.417	0.000	0.066	0.000	0.282	0.355	1.288	1.261	0.821	0.047	1.915	0.625	0.735	214.294	28.381	0.378	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000016.spe	1136.00	4.73	1	0.017520	-0.011353	0.009785	0.089277	41676	2.41	0.000	0.050	0.000	0.000	0.099	0.060	0.441	0.036	0.541	10.251	1.227	1.072	0.300	0.000	1.874	0.000	0.826	0.813	1.711	0.016	0.024	0.050	0.000	0.070	0.000	0.054	0.000	0.000	1.007	0.581	0.245	1.221	1.292	0.000	0.078	0.977	0.200	0.268	1.276	1.852	0.744	0.457	1.607	0.301	0.606	216.613	29.028	0.381	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000017.spe	1137.00	4.75	1	0.017521	-0.011353	0.009740	0.089277	41046	2.48	0.034	0.148	0.136	0.078	0.084	0.034	0.423	0.000	0.494	14.250	1.388	0.877	0.328	0.063	2.054	0.000	0.725	0.328	2.370	0.030	0.018	0.034	0.000	0.026	0.000	0.013	0.000	0.000	0.940	1.010	0.155	1.188	1.387	0.000	0.000	0.000	0.467	0.376	1.561	1.840	1.101	0.094	1.464	0.428	0.792	206.093	27.336	0.376	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000018.spe	1138.00	4.73	1	0.017520	-0.011353	0.009728	0.089277	40657	2.75	0.000	0.000	0.077	0.000	0.126	0.000	0.161	0.043	0.624	14.626	1.459	1.004	0.432	0.330	1.900	0.000	1.227	0.675	2.053	0.000	0.078	0.000	0.166	0.000	0.000	0.074	0.000	0.000	1.401	0.564	0.000	0.881	1.405	0.119	0.296	0.643	0.328	0.430	1.655	1.757	0.770	0.219	1.449	0.399	0.803	209.208	27.504	0.374	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000019.spe	1139.00	4.73	1	0.017524	-0.011353	0.009642	0.089277	40511	2.56	0.000	0.055	0.098	0.000	0.074	0.000	0.426	0.037	0.355	14.725	1.352	0.838	0.507	0.000	1.685	0.441	0.723	0.387	1.984	0.037	0.030	0.020	0.000	0.049	0.000	0.062	0.000	0.000	1.164	0.949	0.223	1.126	1.433	0.020	0.764	0.000	0.454	0.436	1.568	1.712	1.013	0.449	1.746	0.935	0.356	204.090	27.752	0.374	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000020.spe	1140.00	4.71	1	0.017522	-0.011353	0.009658	0.089277	41022	2.87	0.038	0.177	0.064	0.000	0.097	0.018	0.205	0.121	0.561	14.520	1.118	0.955	0.361	0.000	1.943	0.415	1.102	0.708	1.332	0.019	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	1.141	0.714	0.553	1.131	1.387	0.000	0.488	0.000	0.405	0.402	1.186	1.427	0.983	0.000	1.751	0.691	0.663	208.457	27.495	0.373	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000021.spe	1141.00	4.69	1	0.017520	-0.011353	0.009611	0.089277	40286	2.82	0.037	0.032	0.098	0.039	0.151	0.014	0.230	0.085	0.776	17.453	1.122	0.771	0.420	0.000	1.943	0.000	0.928	0.035	1.714	0.000	0.029	0.000	0.068	0.000	0.000	0.051	0.000	0.000	1.163	0.554	0.166	0.983	1.067	0.000	0.440	0.000	0.412	0.438	1.427	1.678	0.534	0.000	1.616	0.561	0.577	199.524	27.394	0.366	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000022.spe	1142.00	4.68	1	0.017521	-0.011353	0.009570	0.089277	40152	2.96	0.000	0.089	0.019	0.088	0.096	0.024	0.152	0.126	0.714	19.291	1.240	0.884	0.761	0.000	2.236	0.264	0.828	0.000	1.566	0.053	0.014	0.092	0.053	0.000	0.000	0.037	0.000	0.000	1.228	0.862	0.108	0.953	1.317	0.323	0.544	0.000	0.520	0.496	1.510	1.655	0.876	0.770	1.432	0.455	0.612	193.703	25.914	0.363	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000023.spe	1143.00	4.65	1	0.017519	-0.011353	0.009588	0.089277	37883	3.54	0.000	0.101	0.074	0.033	0.135	0.000	0.032	0.186	0.795	21.316	0.989	0.816	0.864	0.000	1.620	0.436	1.269	0.069	1.546	0.000	0.000	0.050	0.176	0.000	0.000	0.000	0.000	0.000	1.067	0.757	0.066	0.820	1.084	0.000	0.712	0.000	0.370	0.286	1.415	1.350	0.525	0.165	1.452	0.311	0.404	176.203	24.251	0.348	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000024.spe	1144.00	4.63	1	0.017517	-0.011353	0.009561	0.089277	33834	3.36	0.000	0.081	0.028	0.051	0.083	0.000	0.232	0.169	1.295	20.983	0.926	0.777	0.354	0.161	1.851	0.000	1.072	0.240	1.535	0.000	0.000	0.039	0.000	0.000	0.000	0.028	0.000	0.000	0.698	0.586	0.365	0.969	0.892	0.000	0.423	0.288	0.227	0.518	1.402	1.059	0.511	0.101	1.312	0.206	0.445	155.306	21.688	0.330	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000025.spe	1145.00	4.54	0	0.017513	-0.011353	0.009583	0.089277	31183	2.73	0.000	0.065	0.000	0.086	0.065	0.015	0.067	0.035	0.714	15.344	0.733	0.510	0.577	0.000	1.515	0.245	0.875	0.000	1.076	0.012	0.000	0.054	0.144	0.000	0.000	0.105	0.000	0.000	0.705	0.588	0.482	0.726	0.863	0.000	0.025	0.000	0.286	0.454	1.312	0.880	0.380	0.067	1.081	0.337	0.842	143.811	21.514	0.318	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000026.spe	1146.00	4.55	0	0.017509	-0.011353	0.009559	0.089277	30764	4.01	0.000	0.041	0.088	0.038	0.076	0.000	0.210	0.146	1.647	22.031	0.815	0.548	0.299	0.000	1.411	0.704	2.120	0.679	1.442	0.000	0.012	0.000	0.000	0.000	0.000	0.148	0.000	0.000	0.662	0.836	0.246	0.619	0.794	0.000	0.518	0.000	0.234	0.495	1.781	0.997	0.527	0.000	0.841	0.470	0.222	138.389	19.720	0.314	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000027.spe	1147.00	4.66	1	0.017512	-0.011353	0.009526	0.089277	30727	4.90	0.020	0.000	0.050	0.000	0.034	0.000	0.085	0.174	1.604	29.586	0.744	0.602	0.553	0.115	1.407	0.122	2.336	0.159	1.877	0.000	0.000	0.000	0.060	0.000	0.000	0.103	0.000	0.000	0.857	0.723	0.115	0.634	0.781	0.000	0.125	0.000	0.360	0.322	2.185	0.985	0.457	0.000	0.855	0.538	0.414	127.534	19.718	0.303	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000028.spe	1148.00	4.68	1	0.017514	-0.011353	0.009569	0.089277	29312	4.72	0.047	0.118	0.102	0.038	0.037	0.000	0.151	0.239	1.564	24.585	0.822	0.692	0.610	0.173	1.312	0.208	2.303	0.228	1.772	0.000	0.013	0.000	0.000	0.000	0.000	0.159	0.000	0.000	0.662	0.699	0.043	0.545	0.797	0.000	0.125	0.000	0.198	0.275	1.728	1.051	0.427	0.040	0.798	0.473	0.447	116.870	18.992	0.293	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000029.spe	1149.00	4.71	1	0.017516	-0.011353	0.009607	0.089277	29748	4.49	0.116	0.107	0.045	0.000	0.000	0.000	0.354	0.062	0.685	22.492	0.945	0.616	0.731	0.099	1.360	0.437	2.963	0.265	1.973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.745	0.738	0.000	0.579	0.904	0.038	0.221	0.000	0.209	0.290	1.872	1.092	0.523	0.056	1.007	0.302	0.477	115.368	18.746	0.293	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000030.spe	1150.00	4.74	1	0.017513	-0.011353	0.009596	0.089277	30110	5.70	0.020	0.039	0.011	0.000	0.000	0.000	0.193	0.181	1.286	37.499	0.782	0.464	0.558	0.000	1.116	0.000	3.137	0.519	2.183	0.000	0.000	0.000	0.012	0.000	0.000	0.083	0.000	0.000	0.644	0.944	0.194	0.347	0.619	0.000	0.292	0.244	0.048	0.338	2.670	0.866	0.343	0.000	0.621	0.000	0.202	111.623	19.376	0.288	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000031.spe	1151.00	4.76	1	0.017517	-0.011353	0.009596	0.089277	29530	8.20	0.143	0.129	0.030	0.000	0.030	0.000	0.210	0.260	2.106	42.029	0.847	0.572	0.875	0.080	0.939	0.283	3.616	0.496	2.515	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.014	0.000	0.895	0.794	0.066	0.618	0.807	0.000	0.000	0.000	0.250	0.331	2.602	1.065	0.498	0.228	0.859	0.424	0.337	106.340	19.538	0.283	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000032.spe	1152.00	4.79	1	0.017515	-0.011353	0.009606	0.089277	29957	9.38	0.172	0.134	0.045	0.000	0.000	0.000	0.335	0.229	1.928	48.474	0.850	0.485	0.981	0.000	1.116	0.401	3.948	0.438	2.562	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.000	0.856	1.022	0.025	0.481	0.683	0.000	0.165	0.000	0.087	0.516	3.298	0.909	0.291	0.220	0.813	0.586	0.611	106.965	19.068	0.283	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000033.spe	1153.00	4.81	1	0.017515	-0.011353	0.009606	0.089277	30792	9.50	0.080	0.024	0.014	0.000	0.000	0.000	0.224	0.206	2.313	55.813	0.846	0.498	1.061	0.000	1.044	0.179	3.671	0.482	2.421	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.025	0.824	0.044	0.247	0.792	0.000	0.000	0.000	0.140	0.484	3.637	0.872	0.315	0.000	1.024	0.438	0.123	106.571	19.131	0.284	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000034.spe	1154.00	4.81	1	0.017513	-0.011353	0.009606	0.089277	30913	11.37	0.033	0.096	0.000	0.000	0.000	0.000	0.065	0.309	2.795	59.942	0.943	0.660	1.266	0.000	1.070	0.000	3.914	0.594	2.169	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	1.055	0.895	0.095	0.638	0.973	0.000	0.039	0.000	0.351	0.492	4.129	1.204	0.640	0.241	0.896	0.531	0.423	106.213	18.749	0.281	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000035.spe	1155.00	4.82	1	0.017514	-0.011353	0.009606	0.089277	31087	11.94	0.121	0.121	0.015	0.000	0.000	0.000	0.190	0.347	3.266	59.369	0.980	0.672	1.353	0.067	0.954	0.261	4.831	0.622	2.761	0.000	0.000	0.000	0.000	0.000	0.000	0.240	0.000	0.000	0.740	0.998	0.000	0.594	0.757	0.000	0.177	0.000	0.223	0.581	3.923	1.138	0.609	0.000	0.927	0.612	0.221	106.359	18.987	0.283	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000036.spe	1156.00	4.84	1	0.017512	-0.011353	0.009597	0.089277	31173	13.99	0.126	0.140	0.021	0.000	0.000	0.000	0.104	0.373	4.116	70.758	1.060	0.590	1.128	0.000	0.767	0.000	4.205	0.597	2.471	0.000	0.015	0.000	0.037	0.000	0.000	0.131	0.000	0.000	0.967	1.226	0.000	0.629	0.932	0.000	0.000	0.084	0.306	0.546	4.315	1.258	0.485	0.115	0.954	0.656	0.416	99.479	18.981	0.276	
C:\Data\BAS2023_Mo_batch\MI1J__rep1\XRF data\L000037.spe	1157.00	4.82	1	0.017514	-0.011353	0.009577	0.089277	31969	15.90	0.143	0.150	0.062	0.000	0.037	0.000	0.011	0.351	4.142	77.063	0.943	0.563	1.062	0.000	0.754	0.000	4.876	0.513	2.599	0.000	0.000	0.000	0.104	0.000	0.000	0.265	0.000	0.000	1.499	0.615	0.000	0.343	0.858	0.045	0.218	0.118	0.213	0.600	4.943	1.188	0.410	0.295	0.778	0.659	0.495	99.031	19.118	0.278	
