\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data     26/02/2025  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000000.spe	170.06	6.01	1	0.017526	-0.012928	0.010012	0.091030	72428	1.92	15	62	19	0	15	0	140	0	280	83	7	0	0	477	0	211	73	66	0	0	4195	275	376	40	0	4	0	0	0	243	1297	0	0	0	0	222	43	0	0	0	0	33	68	0	0	806	18	136	341	75862	10417	0.395	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000001.spe	171.06	5.99	1	0.017526	-0.012928	0.010012	0.091030	64148	1.41	55	34	11	0	0	0	159	0	245	0	14	0	16	466	90	214	84	34	0	0	2924	117	149	4	86	0	0	7	9	18	0	105	0	0	0	60	61	0	0	0	0	6	0	542	731	611	179	127	254	70933	10126	0.378	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000002.spe	172.06	5.95	1	0.017526	-0.012928	0.010012	0.091030	67444	1.40	22	46	23	21	7	5	107	22	185	0	0	0	13	271	86	188	92	0	43	0	2490	96	70	0	0	5	5	0	22	44	814	81	0	0	0	0	28	0	63	231	15	0	0	0	0	53	203	147	266	73029	10151	0.389	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000003.spe	173.06	5.90	1	0.017526	-0.012928	0.010012	0.091030	72898	1.24	14	21	0	0	0	0	74	0	212	64	8	0	0	328	102	240	127	87	0	0	3196	5	101	0	238	0	0	0	0	64	332	43	0	12	0	64	0	48	216	0	0	0	0	0	20	418	213	182	398	75907	10356	0.400	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000004.spe	174.06	5.95	1	0.017526	-0.012928	0.010012	0.091030	71222	1.07	0	16	0	6	0	8	133	0	204	70	9	0	0	344	0	216	129	52	0	0	3310	119	223	0	31	22	4	0	0	0	252	102	10	0	0	0	54	0	11	36	15	0	77	0	434	251	211	193	263	75038	10334	0.397	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000005.spe	175.06	5.98	1	0.017526	-0.012928	0.010012	0.091030	69757	1.20	0	20	9	13	18	0	133	0	221	24	24	8	0	239	63	207	9	0	130	71	3126	305	205	25	67	8	19	6	0	170	341	38	0	0	0	0	307	0	0	7	0	0	0	0	108	354	122	135	620	74197	10117	0.393	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000006.spe	176.06	6.00	1	0.017526	-0.012928	0.010012	0.091030	70321	1.13	0	17	0	0	0	0	156	14	272	46	0	36	0	202	27	189	136	12	16	0	3471	274	231	0	0	0	14	0	0	83	591	0	0	0	0	0	225	0	110	0	39	0	0	0	27	98	123	177	374	75078	10108	0.394	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000007.spe	177.06	6.00	1	0.017526	-0.012928	0.010012	0.091030	69288	1.20	0	57	13	7	0	0	145	26	223	35	5	24	0	214	0	202	194	0	0	64	3644	173	230	0	0	0	18	6	4	0	0	0	0	0	166	170	0	20	0	0	56	0	107	284	252	98	240	290	437	74358	10240	0.392	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000008.spe	178.06	5.99	1	0.017526	-0.012928	0.010012	0.091030	68558	1.23	0	22	0	0	0	0	144	0	265	41	8	0	9	293	38	199	121	80	156	110	3735	0	311	0	0	8	5	10	0	54	202	0	0	26	0	0	0	0	147	263	0	76	0	118	186	521	159	484	458	73584	10103	0.390	
\\Mac\Home\Documents\Steve\23-10_Manchester2_Mo\Campbell\MST1B__xrf\XRF data\L000009.spe	179.06	6.00	1	0.017526	-0.012928	0.010012	0.091030	67061	1.24	39	44	32	8	16	0	157	16	192	15	0	0	0	108	0	217	141	82	89	0	3842	107	190	20	0	15	5	0	8	0	0	10	0	22	0	0	117	124	159	330	0	0	0	237	313	692	184	312	513	73183	10065	0.387	
