C:\Data\BAS2023_Mo_batch\MI1A__rep1     2023-08-23  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000000.spe	24.00	5.85	0	0.017519	-0.011353	0.009923	0.089277	9967	2.54	0.000	0.000	0.000	0.064	0.070	0.010	0.663	0.000	0.040	0.208	0.209	0.000	0.000	0.000	0.073	0.114	0.368	0.346	0.396	0.056	0.026	0.121	0.000	0.149	0.092	0.031	0.055	0.042	0.019	0.171	0.175	0.168	0.089	0.000	0.252	0.114	0.096	0.080	0.153	0.000	0.012	0.000	0.000	0.032	0.080	51.387	6.737	0.243	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000001.spe	25.00	5.85	0	0.017517	-0.011353	0.009939	0.089277	12687	3.21	0.000	0.000	0.047	0.038	0.094	0.039	0.704	0.000	0.041	0.218	0.261	0.011	0.000	0.000	0.199	0.187	0.311	0.244	0.532	0.093	0.095	0.082	0.000	0.124	0.135	0.065	0.053	0.065	0.138	0.192	0.246	0.211	0.265	0.000	0.103	0.000	0.130	0.118	0.227	0.000	0.164	0.000	0.028	0.050	0.073	66.117	8.384	0.254	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000002.spe	26.00	5.85	0	0.017516	-0.011353	0.009953	0.089277	16135	3.56	0.000	0.000	0.019	0.086	0.090	0.068	0.677	0.000	0.000	0.229	0.337	0.037	0.000	0.000	0.386	0.264	0.424	0.491	0.741	0.131	0.111	0.071	0.000	0.146	0.168	0.098	0.103	0.059	0.142	0.175	0.272	0.278	0.184	0.000	0.555	0.072	0.123	0.122	0.260	0.000	0.000	0.000	0.080	0.014	0.000	84.474	11.030	0.269	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000003.spe	27.00	4.71	0	0.017531	-0.011353	0.009953	0.089277	29402	1.30	0.000	0.021	0.018	0.109	0.140	0.027	0.518	0.000	0.263	6.426	0.730	0.410	0.000	0.058	1.239	0.000	0.442	0.459	1.244	0.032	0.071	0.098	0.000	0.080	0.098	0.036	0.054	0.000	0.554	0.539	0.208	0.610	0.780	0.000	0.000	0.146	0.306	0.199	0.534	0.881	0.275	0.202	0.606	0.255	0.431	149.802	20.109	0.321	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000004.spe	28.00	4.71	0	0.017529	-0.011353	0.009968	0.089277	31527	1.56	0.000	0.000	0.076	0.120	0.159	0.079	0.371	0.000	0.224	9.669	0.761	0.440	0.262	0.000	2.402	0.000	0.483	0.408	0.909	0.137	0.106	0.088	0.090	0.111	0.138	0.088	0.063	0.063	0.771	0.392	0.198	0.600	0.761	0.000	0.306	0.551	0.336	0.229	0.729	0.587	0.142	0.000	0.927	0.435	0.415	158.322	21.190	0.329	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000005.spe	29.00	4.73	0	0.017533	-0.011353	0.010102	0.089277	32271	1.40	0.000	0.027	0.097	0.162	0.099	0.082	0.447	0.000	0.200	10.433	0.752	0.560	0.160	0.000	2.151	0.925	0.273	0.000	1.532	0.054	0.033	0.103	0.114	0.046	0.132	0.099	0.082	0.000	0.819	0.370	0.167	0.492	0.704	0.000	0.282	0.000	0.233	0.332	0.824	0.707	0.353	0.000	0.864	0.066	0.367	159.656	21.587	0.331	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000006.spe	30.00	4.78	0	0.017535	-0.011353	0.010193	0.089277	34060	1.33	0.000	0.000	0.037	0.117	0.114	0.036	0.599	0.000	0.185	10.222	1.088	0.398	0.204	0.000	1.576	0.289	0.549	0.098	1.617	0.081	0.074	0.084	0.000	0.211	0.105	0.110	0.055	0.055	1.176	0.406	0.000	0.702	0.851	0.000	0.221	0.000	0.355	0.429	1.107	1.063	0.514	0.000	1.035	0.124	0.434	170.622	23.291	0.342	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000007.spe	31.00	4.78	0	0.017538	-0.011353	0.010156	0.089277	37215	1.23	0.000	0.012	0.045	0.105	0.096	0.046	0.419	0.000	0.255	11.746	1.118	0.695	0.149	0.000	2.381	0.379	0.873	0.412	1.356	0.096	0.112	0.043	0.044	0.101	0.165	0.076	0.074	0.011	1.078	0.356	0.000	0.524	0.767	0.000	0.833	0.159	0.201	0.155	0.903	1.195	0.514	0.139	1.129	0.000	0.437	186.879	24.650	0.356	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000008.spe	32.00	4.79	0	0.017537	-0.011353	0.010206	0.089277	37411	1.29	0.000	0.051	0.088	0.200	0.113	0.057	0.130	0.000	0.232	9.788	1.018	0.556	0.148	0.000	2.243	0.570	0.184	0.029	1.693	0.102	0.106	0.104	0.206	0.062	0.176	0.034	0.096	0.039	1.209	0.526	0.000	0.727	0.784	0.077	0.548	0.158	0.431	0.228	0.825	1.185	0.566	0.264	1.148	0.449	0.191	188.913	26.735	0.359	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000009.spe	33.00	4.80	0	0.017538	-0.011353	0.010183	0.089277	37027	1.35	0.000	0.000	0.069	0.123	0.083	0.057	0.136	0.000	0.218	9.296	1.255	0.527	0.229	0.000	2.403	0.393	0.377	0.361	1.328	0.093	0.158	0.083	0.234	0.030	0.167	0.065	0.117	0.081	1.093	0.469	0.000	0.832	0.981	0.021	0.620	0.000	0.178	0.364	1.015	1.294	0.219	0.037	0.876	0.052	0.368	190.047	26.644	0.361	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000010.spe	34.00	4.82	0	0.017538	-0.011353	0.010224	0.089277	38739	1.36	0.000	0.098	0.076	0.109	0.149	0.074	0.363	0.000	0.244	10.541	0.975	0.599	0.138	0.053	2.278	0.840	0.021	0.000	2.220	0.133	0.109	0.115	0.000	0.247	0.181	0.120	0.119	0.033	1.024	0.683	0.238	0.912	0.935	0.000	0.375	0.000	0.319	0.315	1.172	1.343	0.428	0.161	1.194	0.012	0.393	195.995	27.729	0.368	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000011.spe	35.00	4.83	0	0.017537	-0.011353	0.010273	0.089277	40377	1.38	0.000	0.000	0.107	0.137	0.118	0.035	0.174	0.000	0.275	10.150	0.956	0.658	0.166	0.060	2.575	0.693	0.304	0.304	2.078	0.122	0.139	0.090	0.037	0.138	0.178	0.095	0.086	0.107	0.968	0.329	0.189	0.741	0.887	0.000	0.661	0.000	0.419	0.441	0.748	1.170	0.571	0.066	1.578	0.000	0.812	207.088	28.316	0.376	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000012.spe	36.00	4.89	1	0.017533	-0.011353	0.010396	0.089277	41655	1.27	0.000	0.098	0.037	0.117	0.170	0.056	0.118	0.000	0.190	12.060	1.172	0.728	0.156	0.087	2.318	0.857	0.717	0.000	2.090	0.052	0.064	0.138	0.052	0.089	0.176	0.074	0.059	0.059	0.982	0.865	0.353	1.049	1.417	0.228	0.234	0.000	0.439	0.448	1.039	1.307	0.973	0.000	1.327	0.076	0.663	211.299	29.386	0.380	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000013.spe	37.00	4.92	1	0.017531	-0.011353	0.010453	0.089277	41838	1.20	0.000	0.000	0.109	0.198	0.114	0.020	0.146	0.000	0.178	12.842	1.151	0.788	0.000	0.000	2.415	0.378	0.379	0.095	1.849	0.130	0.128	0.080	0.039	0.116	0.177	0.071	0.015	0.019	0.943	1.021	0.114	1.189	1.096	0.025	0.526	0.272	0.352	0.375	1.192	1.582	0.792	0.018	1.607	0.148	0.502	209.288	28.831	0.379	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000014.spe	38.00	4.94	1	0.017529	-0.011353	0.010423	0.089277	42073	1.15	0.000	0.000	0.082	0.121	0.149	0.128	0.210	0.000	0.301	12.416	1.037	0.623	0.000	0.324	3.052	0.331	0.000	0.000	2.137	0.080	0.058	0.176	0.047	0.126	0.190	0.099	0.055	0.000	0.986	0.795	0.000	0.884	0.813	0.000	0.014	0.000	0.349	0.368	1.158	1.387	0.774	0.000	1.333	0.132	1.065	209.730	29.689	0.379	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000015.spe	39.00	4.97	1	0.017530	-0.011353	0.010406	0.089277	41626	1.18	0.000	0.083	0.139	0.175	0.165	0.113	0.296	0.000	0.190	11.187	1.323	0.647	0.000	0.317	2.903	0.382	0.000	0.000	2.134	0.099	0.096	0.079	0.027	0.164	0.153	0.132	0.033	0.028	0.793	0.824	0.000	1.034	1.087	0.000	0.584	0.000	0.078	0.499	1.378	1.486	0.773	0.390	1.295	0.366	0.550	206.869	29.180	0.379	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000016.spe	40.00	4.97	1	0.017529	-0.011353	0.010406	0.089277	41156	1.22	0.000	0.000	0.000	0.081	0.100	0.035	0.330	0.000	0.186	9.638	1.134	0.788	0.088	0.072	3.403	0.330	0.180	0.000	2.048	0.106	0.064	0.074	0.014	0.154	0.130	0.162	0.057	0.000	0.852	0.731	0.159	1.018	1.060	0.000	0.690	0.000	0.367	0.529	1.276	1.380	0.786	0.206	1.532	0.451	0.372	205.121	29.582	0.377	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000017.spe	41.00	5.00	1	0.017530	-0.011353	0.010366	0.089277	40255	1.35	0.000	0.122	0.126	0.163	0.153	0.054	0.061	0.027	0.323	7.005	1.265	0.583	0.329	0.263	3.054	0.170	0.134	0.069	1.981	0.112	0.170	0.135	0.211	0.000	0.182	0.089	0.032	0.055	0.877	0.535	0.000	0.756	1.056	0.000	0.956	0.263	0.230	0.441	0.847	1.323	0.283	0.499	1.432	0.000	0.522	201.672	28.489	0.373	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000018.spe	42.00	4.99	1	0.017533	-0.011353	0.010411	0.089277	41718	1.27	0.000	0.075	0.025	0.147	0.152	0.096	0.196	0.000	0.220	7.442	1.120	0.878	0.000	0.112	4.088	0.772	0.652	0.000	2.083	0.072	0.134	0.068	0.105	0.125	0.202	0.102	0.077	0.045	0.723	0.544	0.396	0.839	1.014	0.000	1.008	0.000	0.220	0.434	0.897	1.297	0.857	0.141	1.439	0.264	0.981	211.557	29.720	0.382	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000019.spe	43.00	5.01	1	0.017532	-0.011353	0.010411	0.089277	42100	1.29	0.000	0.058	0.000	0.122	0.141	0.069	0.342	0.000	0.229	11.118	1.343	0.788	0.037	0.000	4.585	0.132	0.000	0.048	2.266	0.075	0.078	0.139	0.000	0.183	0.207	0.034	0.117	0.091	1.187	0.552	0.000	0.720	0.966	0.000	0.390	0.170	0.272	0.232	1.219	1.739	0.631	0.000	1.346	0.299	0.592	206.419	29.764	0.380	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000020.spe	44.00	5.04	1	0.017533	-0.011353	0.010411	0.089277	41985	1.30	0.000	0.055	0.140	0.160	0.139	0.110	0.409	0.000	0.319	18.807	1.351	0.844	0.124	0.111	5.156	0.235	0.000	0.000	2.117	0.073	0.084	0.112	0.000	0.158	0.220	0.085	0.023	0.041	1.533	0.699	0.000	0.618	1.051	0.000	0.155	0.000	0.266	0.448	1.592	1.347	0.436	0.129	1.335	0.273	0.448	203.601	28.700	0.380	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000021.spe	45.00	5.08	1	0.017532	-0.011353	0.010403	0.089277	40924	1.34	0.000	0.069	0.072	0.187	0.131	0.085	0.237	0.000	0.306	18.758	1.227	0.433	0.076	0.067	4.419	0.015	0.036	0.000	2.373	0.106	0.051	0.119	0.115	0.055	0.150	0.091	0.056	0.021	1.309	0.649	0.000	0.461	0.824	0.000	0.332	1.036	0.109	0.258	1.456	1.445	0.331	0.000	1.017	0.097	0.425	198.450	27.403	0.373	
C:\Data\BAS2023_Mo_batch\MI1A__rep1\XRF data\L000022.spe	46.00	5.06	1	0.017534	-0.011353	0.010416	0.089277	41823	1.46	0.000	0.046	0.101	0.134	0.065	0.020	0.155	0.015	0.312	27.952	1.430	0.649	0.220	0.000	4.782	0.299	0.485	0.150	2.556	0.065	0.117	0.097	0.168	0.000	0.142	0.084	0.000	0.021	1.578	0.844	0.000	0.404	0.920	0.000	0.144	0.000	0.213	0.617	2.002	1.514	0.397	0.000	1.261	0.217	0.276	203.666	28.331	0.376	
