C:\Data\BAS2023_Mo_batch\MI1I__rep1     2023-08-24  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000000.spe	564.00	5.46	0	0.017520	-0.011353	0.009830	0.089277	17927	2.63	0.000	0.000	0.055	0.127	0.126	0.095	0.599	0.000	0.061	0.105	0.471	0.000	0.013	0.000	0.671	0.243	0.514	0.539	0.843	0.090	0.095	0.214	0.000	0.212	0.179	0.057	0.083	0.089	0.096	0.297	0.258	0.314	0.322	0.000	0.128	0.066	0.160	0.189	0.279	0.014	0.164	0.000	0.020	0.123	0.091	102.230	14.177	0.296	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000001.spe	565.00	5.48	0	0.017527	-0.011353	0.009830	0.089277	19250	2.30	0.000	0.000	0.036	0.124	0.100	0.045	0.735	0.000	0.031	0.099	0.422	0.000	0.000	0.000	0.922	0.095	0.353	0.574	1.114	0.105	0.117	0.144	0.000	0.194	0.165	0.078	0.123	0.068	0.100	0.338	0.283	0.315	0.287	0.000	0.180	0.461	0.161	0.145	0.280	0.000	0.230	0.000	0.000	0.093	0.204	109.272	14.855	0.302	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000002.spe	566.00	5.48	0	0.017535	-0.011353	0.009830	0.089277	20571	1.89	0.000	0.000	0.038	0.119	0.104	0.083	0.610	0.000	0.071	0.129	0.586	0.038	0.000	0.000	0.735	0.138	0.478	0.515	1.237	0.101	0.083	0.158	0.000	0.221	0.143	0.084	0.108	0.100	0.158	0.341	0.277	0.320	0.332	0.000	0.053	0.000	0.138	0.139	0.300	0.020	0.126	0.000	0.038	0.093	0.098	115.570	15.312	0.307	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000003.spe	567.00	5.51	0	0.017534	-0.011353	0.009853	0.089277	21430	1.94	0.000	0.000	0.069	0.196	0.168	0.111	0.822	0.000	0.105	0.194	0.531	0.031	0.000	0.000	0.907	0.491	0.555	0.344	0.362	0.118	0.047	0.192	0.000	0.301	0.133	0.079	0.067	0.081	0.091	0.322	0.294	0.359	0.339	0.000	0.096	0.000	0.125	0.168	0.259	0.026	0.237	0.040	0.058	0.143	0.093	120.662	15.318	0.310	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000004.spe	568.00	5.51	0	0.017533	-0.011353	0.009892	0.089277	22880	1.80	0.000	0.000	0.043	0.100	0.078	0.041	0.610	0.000	0.105	0.593	0.571	0.142	0.000	0.000	0.709	0.077	0.163	0.136	1.128	0.105	0.096	0.152	0.000	0.158	0.136	0.066	0.092	0.066	0.166	0.410	0.326	0.508	0.425	0.000	0.381	0.084	0.199	0.185	0.366	0.126	0.148	0.000	0.123	0.124	0.189	126.888	16.665	0.315	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000005.spe	569.00	5.51	0	0.017539	-0.011353	0.009991	0.089277	24952	1.50	0.000	0.078	0.082	0.169	0.072	0.097	0.653	0.000	0.062	1.351	0.702	0.226	0.049	0.000	1.154	0.450	0.395	0.331	1.084	0.027	0.071	0.128	0.000	0.182	0.094	0.055	0.089	0.060	0.193	0.448	0.237	0.567	0.523	0.000	0.204	0.000	0.190	0.199	0.432	0.388	0.254	0.000	0.421	0.109	0.441	132.219	17.150	0.318	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000006.spe	570.00	5.51	0	0.017538	-0.011353	0.009972	0.089277	25525	1.54	0.000	0.030	0.051	0.119	0.138	0.083	0.522	0.000	0.070	2.179	0.743	0.145	0.000	0.000	1.363	0.258	0.097	0.420	0.960	0.064	0.037	0.189	0.027	0.111	0.080	0.084	0.060	0.000	0.304	0.518	0.255	0.571	0.580	0.000	0.000	0.000	0.230	0.232	0.423	0.323	0.320	0.084	0.599	0.146	0.164	134.036	18.037	0.318	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000007.spe	571.00	5.52	0	0.017536	-0.011353	0.009931	0.089277	27117	1.39	0.000	0.069	0.044	0.076	0.089	0.000	0.546	0.000	0.107	3.159	0.619	0.394	0.048	0.000	1.279	0.450	0.560	0.302	0.997	0.053	0.070	0.077	0.000	0.156	0.015	0.093	0.027	0.000	0.586	0.341	0.321	0.544	0.792	0.000	0.162	0.000	0.181	0.199	0.522	0.563	0.691	0.105	0.629	0.232	0.098	139.431	18.912	0.323	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000008.spe	572.00	5.52	0	0.017535	-0.011353	0.009948	0.089277	30872	1.46	0.000	0.000	0.000	0.071	0.094	0.051	0.394	0.027	0.213	6.685	0.959	0.643	0.187	0.000	2.092	0.584	0.528	0.496	1.389	0.000	0.000	0.091	0.034	0.034	0.015	0.015	0.035	0.016	0.856	0.390	0.040	0.596	0.635	0.128	0.000	0.000	0.333	0.233	0.881	1.146	0.629	0.000	0.867	0.277	0.261	157.300	20.547	0.334	
C:\Data\BAS2023_Mo_batch\MI1I__rep1\XRF data\L000009.spe	573.00	5.53	0	0.017536	-0.011353	0.009971	0.089277	31774	1.63	0.000	0.021	0.066	0.085	0.000	0.048	0.354	0.000	0.255	8.091	0.734	0.566	0.148	0.130	1.986	0.000	0.595	0.584	1.617	0.000	0.042	0.097	0.042	0.000	0.021	0.038	0.000	0.000	0.936	0.509	0.256	0.648	0.743	0.000	0.327	0.369	0.221	0.379	0.969	1.012	0.638	0.353	1.029	0.244	0.432	156.805	21.383	0.338	
