"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","cps_acf_sum","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,55771.4166666667,1.27833333333333,0.0442936538041397,0.694876668960727,0.071912342617309,0.0740963280003564,3.69278129574849,0.116194929045852,0.39624318978387,0.279006883717156,0.216204721888853,0.0821498884784982,0.805592071117657,1.62206910753448,11.6929991100365,0.15165269475,0.0275428485865766,0.113771656766745,0.0262737863880355,0.0344139811764804,0.618670174427139,0.0613054784225787,0.0477589204958125,0.0671850000032428,0.101711424833394,0.0950746468539235,0.153563649176704,0.257807691159405,0.258309140912212,0.00294108742220876,7766.606331,9084.977882,1442.000824,88.46094721,6242.966621,4.068857773,5.960197779,36.59073739,261.6355831,30.36236272,168.0404108,30.42377281,22.9846784,2010.436754,46.04204392,11.02828725,0.148073757,15.13819392,0.02443965,0.068926753,0.331067449,2.462160119,0.256345549,1.955006557,3.299014819,2.29846784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,52971.5,1.32166666666667,0.0330232576005161,0.449509762404051,0.0784315543300949,0.0738258637855305,3.76888090461965,0.178988071044792,0.417727674284257,0.359492820832831,0.0192508611156501,0.0694887799447572,0.759629954649892,1.63566271528168,11.6555445723836,0.149898092416667,0.0206578532388437,0.0762134962500208,0.0273347412948187,0.0224319894609851,0.414669370944667,0.0714085311212725,0.0576720972932511,0.0829530746724808,0.0386932294746475,0.0992778616139092,0.200895123667755,0.23779284826348,0.145151285070777,0.00220136997425113,1973.319538,6626.492173,461.9149499,46.49996193,3694.801697,2.041238975,6.674238754,34.06414422,140.4650062,7.795499709,114.9998151,21.97235957,23.15568582,728.4065428,12.55357407,4.1315028,0.203261185,28.74082309,0.011991471,0.048794576,0.025144385,0.492872097,0.115748702,1.529219743,0.521915705,2.315568582
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,52810.6363636364,1.29545454545455,0.0235910992104725,0.411368671483338,0.0535464242562412,0.0814605148482103,3.17328966208688,0.139382283975546,0.403174298292266,0.325247155839018,0.137624526386997,0.101928867159323,0.747342864061521,1.65420058742422,11.6191164510578,0.149104332818182,0.0224687965892844,0.0495470504679526,0.0296612231948465,0.0272293445344262,0.528289330409317,0.0966072185722568,0.0797344536208498,0.094008160733922,0.0822341056311422,0.0745674548644458,0.187452315905494,0.17642978985105,0.313901321709621,0.00491852631995791,14359.67839,9905.624178,2197.326275,125.5077224,6284.597012,2.439569014,6.367819135,39.61078518,67.51751759,50.21714125,209.897137,39.24997232,24.17673458,3663.807136,61.39912548,24.940646,1.234445563,38.94604963,0.01043611,0.01977015,0.154761353,0.138761249,0.70380336,2.629036009,1.135258391,2.417673458
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21329.4545454545,51592.6363636364,50780.4545454545,1.24090909090909,0.00704150037287899,0.439601024281238,0.0463097170301029,0.0420947968275756,2.16718834393188,0.107459944457373,0.42548737246867,0.253444198685762,0.0724806733853937,0.0952747151147943,0.744892357656707,1.78692143893127,11.8855227721618,0.149911105272727,0.00955458989955262,0.0440378515836065,0.0351694827127393,0.0297476291897089,0.196187361031512,0.0697278163343301,0.0357342568619274,0.0670947219280605,0.0792209591353592,0.133495168251957,0.156746238299102,0.0974764512150816,0.297464807173888,0.00417489477233992,3095.570446,7180.738417,574.7925663,57.22472424,3753.765384,2.601276107,5.912256586,37.01157435,65.03458094,13.30255749,130.9618352,13.33706426,16.6231038,982.5430133,69.86799065,2.379383359,0.585720892,11.81590071,0.027240957,0.047824043,0.426171368,0.286572998,0.023181323,0.711514938,0.180364254,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,21085,51886,50973,1.31909090909091,0.0526527852453771,0.476498276279439,0.200509003993884,0.104571031887809,6.18525076715079,0.118570911068711,0.395193309585667,0.196781492596052,0.00974751975591768,0.211958840525194,1.31042605038745,1.64148245111274,11.7265708331749,0.156443694363636,0.0338216490023888,0.0811381896937926,0.145709913307557,0.0477445629734331,1.27826565276195,0.0778981291709498,0.0572491737491176,0.138423405291773,0.0192645779616311,0.16629089739368,0.649380265901082,0.194773164675832,0.276022332052454,0.00636353661000703,3134.001598,6732.62029,606.0238476,60.2997145,11390.75321,5.745017677,7.120078834,25.20300712,71.97280393,10.28410137,119.867266,13.96054981,15.49312409,945.8757012,14.01324671,2.682720915,0.569052976,93.133272,0.069473871,0.066671523,0.083140624,0.774294779,0.050822268,2.07053159,0.385854347,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,20358.0909090909,49648.1818181818,48751.4545454545,1.28818181818182,0.0796796241308266,0.430408622835064,0.162060764786135,0.11307827655017,6.16748790176021,0.187606753654464,0.429740331681543,0.192395553258796,0.0222488767388511,0.376840111678698,1.41576034919574,1.76619939505203,12.1090303803887,0.163261797363636,0.0477006748824142,0.0811416617278145,0.0420777008256819,0.035718320448848,0.57903152661915,0.0856170217844303,0.05485177424121,0.0804314786194577,0.0652541896814687,0.234007261246505,0.296159386585436,0.206768593182627,0.260276282709677,0.00479762607996572,3044.618396,6605.365982,562.7226914,54.01867077,7073.372392,3.633220643,5.857915852,18.81424853,41.79884834,9.694363956,112.4064678,13.08141258,27.34117399,864.5444411,65.89419971,3.077677491,0.421691157,64.24483976,0.018650539,0.041156676,0.085012501,0.244174097,0.203712654,0.932757371,0.324463031,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,23485.9090909091,56468.3636363636,55387.6363636364,1.45545454545455,0.0350727956630686,0.458114535516946,0.112171096558822,0.0911237689318273,2.90103719966778,0.116277636508085,0.389973380043958,0.186072919083222,0.0442188030815032,0.107111919599746,0.986338804613717,1.65021181510591,11.6357685678729,0.148378059454545,0.0327882032708591,0.0939258659191916,0.13672693784035,0.0164793222475998,0.984239946009907,0.0533033858243113,0.0335672716604133,0.0737211086103673,0.0542086290209123,0.130327540389072,0.240538557023644,0.181988358861663,0.251195793908897,0.00275218434102406,1424.582603,7089.603048,441.0920959,47.40786167,1987.252608,1.389287804,4.568507031,19.39416739,45.72842227,6.266500548,127.1397723,11.39582517,16.82974775,617.0473108,60.94161611,6.868091078,0.811856875,27.50554815,0.01419095,0.022190259,0.073912797,0.254790732,0.095875453,0.326624311,0.228978244,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,23787.4545454545,60059.3636363636,59158.6363636364,1.37818181818182,0.01450375601032,0.344380364659698,0.0519819638752101,0.0557958051161695,11.8737936236481,0.22783780726056,0.380187382760358,0.226970926745551,0.00260387947407761,0.0544598713943762,0.371847574354735,1.4649587679403,10.7439641473626,0.149992786727273,0.0156085142009675,0.0537469207605659,0.0369806308461557,0.0216395096922015,1.24755735373875,0.0855983360540365,0.0491658431518683,0.0779795969827424,0.0086360912148234,0.0758548016627205,0.148268634889439,0.140349346902602,0.301533843658096,0.00288275232976997,1716.680373,5586.311354,354.6954517,38.81328375,15892.74003,1.543818014,5.784125479,42.10225675,35.80217711,6.037782671,94.40874214,8.138802933,13.84436494,574.2556523,64.02588147,1.783713254,0.081961578,5.384076861,0.018208205,0.017909738,0.101834918,0.124414396,0.042295483,1.478332239,0.19067742,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,54955.9,1.243,0.0142954446511427,0.341809360170452,0.0301932932687968,0.0475522623863731,2.65932234413655,0.0896367490384924,0.417349279327589,0.30746472701958,0.0755640537808444,0.0883781740028537,0.262018961048757,1.72027402459518,11.7682372526347,0.1465574293,0.0177475451670369,0.0391073619539043,0.0228554419064091,0.0356400079244027,0.970336888832118,0.0682170302995158,0.0503021422801544,0.0729350285272296,0.0562931519451179,0.117492291150385,0.10659942555902,0.0960102311915506,0.356120857429756,0.00383288756320129,683.2265993,5350.125775,192.9637106,32.12024806,4238.013215,0.741821487,6.534750001,62.86286744,87.02811474,2.592646444,91.74775016,5.71655892,12.21081609,330.288126,88.24884284,2.274240107,0.26750503,41.30378848,0.012050585,0.055133377,0.567434644,1.036590908,0.02182641,0.40610632,0.108668636,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,23205.0909090909,65119.7272727273,64274.2727272727,1.43363636363636,0.0107035804955631,0.350210518406483,0.0637640876225764,0.0708502219327559,24.2436479948748,0.279843591004967,0.3088679903108,0.250588166592037,0.138563258496371,0.0246097553152671,0.410835675238125,1.24921038536836,9.55655227755737,0.157428365818182,0.0132002201715228,0.041577461075384,0.0404489899880164,0.0324647747693257,1.751503538999,0.0990909749679479,0.0645785330714044,0.0588920212413979,0.0784756311689704,0.0350235139480973,0.147888876418606,0.116889719842444,0.357036907421737,0.00265751453321166,1641.390095,5647.265231,401.5251511,37.52718028,3019.385269,1.001920559,9.469595678,77.32937965,126.1466188,6.954876946,100.7977844,10.71344504,16.79692387,595.6836327,93.13022455,5.219646629,0.316767608,15.63993365,0.002420104,0.030083547,0.189230748,1.544773235,0.093655521,1.025597866,0.348935486,1.679692387
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,23972.8181818182,57889.2727272727,56954.2727272727,1.31545454545455,0.014309574405777,0.355368317403187,0.042709977547934,0.052679576898239,4.69627253428479,0.112193627465006,0.40986672690802,0.291899640420147,0.347581768537945,0.0405223134071041,0.693548897807029,1.69250433548653,11.4888921900971,0.149073162363636,0.0129270106547327,0.0492140290801262,0.0360784732484165,0.030921372184517,0.733104299822134,0.109905595094874,0.071691657740917,0.0692063574472133,0.0850722498547084,0.0597610452051917,0.157278884867575,0.137388663857677,0.311106257989464,0.00338222226804198,5412.77206,5488.24581,523.0275133,51.81193098,36760.73258,3.769043144,7.155451754,40.6484082,36.99629166,9.787053209,91.25190224,9.674570314,14.8081316,1133.053064,18.21293292,1.869875762,0.049962394,176.9107347,0.04959872,0.030710634,0.139015902,0.295665893,0.059603308,0.699750267,0.181126451,1.48081316
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,23105.1666666667,59388.6666666667,58460.5833333333,1.445,0.00575191540692571,0.279848857474031,0.0376594490308346,0.0636108849697212,12.7169206558711,0.410734000592108,0.384895993034699,0.331957832268856,0.574120411355257,0.0397530892051855,0.356066470063264,1.52239363233392,10.9748344198448,0.1552225165,0.0134801805396424,0.0358198849007226,0.0234532305881935,0.031675528435819,2.640670008287,0.122053597662215,0.0763815566428536,0.076832771449813,0.14602299128171,0.0636433094921565,0.158999774187075,0.192817258000212,0.371953097902166,0.00399124332567506,5594.694254,6436.237221,1149.476822,82.80022216,6074.810846,1.250579343,6.317256008,67.58862806,145.146567,20.81297886,121.0153008,58.14267286,16.33050513,1512.473246,74.4489504,20.0568356,1.100044802,90.83067827,0.003346293,0.021906999,0.371106986,1.516565475,0.274237825,1.039947828,6.463462839,1.633050513
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,22003.3636363636,55622.6363636364,54643.7272727273,1.34090909090909,0.041510772831396,0.546882315288,0.142140066002465,0.0835747890853328,10.1931391898394,0.177859669632696,0.40219672589197,0.280998177958004,0.197498546629619,0.0341608113401124,0.624922102147211,1.54252869320422,11.1045441848274,0.153574041181818,0.0547892868216481,0.0734813929476633,0.113202928640094,0.0313175198429309,4.81596171992926,0.100136136307182,0.0589483638322072,0.11336610528165,0.134609769678114,0.0567107587585403,0.123664364656567,0.228986478708257,0.599810081079466,0.00323746214087364,2804.420041,5642.915643,253.7523195,42.83579617,49049.46764,16.76515491,16.20702482,58.21751812,148.0981288,4.260143181,85.39705279,5.057282645,15.40632226,585.0799774,47.45052762,4.53576382,0.699855742,602.4649613,0.107585917,0.031666011,0.419583377,0.616201008,0.051289903,1.57965392,0.115798204,1.540632226
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,23517.9411764706,58045.3529411765,57089.7647058823,1.34882352941176,0.0258637564746633,0.388364061268519,0.093431990220439,0.092109411402357,9.65274090079796,0.163932491325863,0.391418475917345,0.224019204169647,0.120451107617816,0.084400210793861,0.538117127018687,1.41515429199378,11.2028271580124,0.152447821823529,0.0184830258263181,0.0554307583185061,0.0660840301319972,0.0262777731915046,0.651150856810064,0.100864870495392,0.062381842813208,0.0780543387064934,0.0833157096048099,0.0848004593335572,0.186284944746077,0.177557444724328,0.304643781301632,0.00479382750227348,21023.43508,6500.001765,1574.554031,219.4284939,51904.82693,14.16367715,12.29132094,34.00992075,148.2023206,43.16608535,121.2110164,16.90685979,18.59519446,4080.69295,157.0216455,8.965107785,1.571294805,633.5042142,0.137185591,0.371333453,0.690963856,1.199008089,0.550658986,1.417347214,0.392208159,1.859519446
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,23704.5454545455,59517.8181818182,58566.5454545455,1.35909090909091,0.0434780429289362,0.399776839192606,0.100671193412815,0.058573928471432,11.6735858796015,0.237474012112056,0.409003355135853,0.271152668338111,0.183688553345824,0.0520653257342499,0.56467834536222,1.51868439227099,11.1285984333442,0.156416456,0.0448613849752852,0.0751826031658455,0.0657654470389643,0.0258320673869568,1.37228880333909,0.0777490756087566,0.0452594311466473,0.0584629438423068,0.0809574522884997,0.0548015019578542,0.195910057526704,0.193837202475044,0.264396023423608,0.0024892101922773,1243.638909,6176.904031,227.5458294,41.17278862,34127.39087,6.771422937,8.534630865,31.39605337,72.11422012,2.564526013,95.32051892,5.156965844,14.38022471,437.7130837,61.73924486,2.628673775,0.168930879,180.3909133,0.061270999,0.135962996,0.356175262,0.027502016,0.044583218,1.284724348,0.162421667,1.438022471
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,21510,58730.8181818182,57866,1.32,0.0138679811857006,0.386310237627884,0.0734212963585756,0.0614278043422154,20.368166478992,0.36992214873156,0.321552343356149,0.278091405625584,0.0349658083384994,0.0318293248325778,0.708292936243323,1.27502595885561,10.0836745771074,0.157757844181818,0.0156399938881885,0.0841890838368824,0.0327201739783706,0.038016712411314,2.61089224514128,0.100103680075219,0.0682387670886716,0.102250568885472,0.0437952605142326,0.0910376272723683,0.135716963348274,0.119821635057232,0.507364408394108,0.00519446057025618,11337.75217,6093.055388,915.5577505,122.3868181,29114.97389,5.562421054,5.623618255,28.97367916,93.7163573,24.03856275,119.1548845,15.8979202,20.19056256,2616.583382,99.46457719,17.12303214,1.392426748,241.7735926,0.040340228,0.058556283,0.196486418,0.254401542,0.33159449,2.957478603,0.224859279,2.019056256
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,21500.0909090909,61427.8181818182,60598.3636363636,1.41454545454545,0.0082827449281644,0.303655541876678,0.0544491721860272,0.0452120469096206,27.0211925043561,0.393057422033141,0.295453360125801,0.235336332539488,0.0130458137505117,0.0203819330209546,0.335976770186922,1.15650267375921,9.54120954830004,0.162441651545455,0.00849416019094566,0.0631626988023234,0.0313915237404562,0.0233181329567952,2.18156715034072,0.0787894434025236,0.0615045520060335,0.0711736617189318,0.020694502444746,0.0383964886301629,0.117554704033107,0.146026237770918,0.37935889541667,0.0043808928271725,21256.47654,9697.311696,2196.956371,243.6402038,24845.10488,3.933228837,4.972003175,26.9304948,75.23867924,58.90663431,121.5336821,34.80855314,35.50400774,4637.824269,71.12002695,20.5861252,1.438405031,215.0112593,0.026102701,0.041494084,0.044764677,0.271229161,0.829134942,2.37450858,1.065068086,3.550400774
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,21368,63253.6363636364,62430.3636363636,1.32909090909091,0.00967576604261985,0.339386917862336,0.0599303585969488,0.0421382940451296,30.1189054833298,0.317223890327952,0.313744933645619,0.230031858540095,0.0579934140840994,0.0591162819957275,0.403788751303297,1.02870675205877,8.99813882721823,0.160814896090909,0.0119548271422949,0.0680300342623473,0.024452285410955,0.0307883018407282,3.06133487553112,0.127911477970025,0.03450425020025,0.0870209080727389,0.0462230788992601,0.0646186312061281,0.148950741825302,0.188094393364551,0.389317972523812,0.00373356482300537,4642.258304,7288.66125,660.9863166,67.78989286,27055.53366,5.752426608,6.761396788,46.72905914,130.7729603,12.67353344,118.8967341,12.27077458,15.3832195,1389.963814,112.260405,4.425975943,0.637151851,347.4235335,0.069152067,0.051811841,0.124522427,0.867339372,0.313961187,1.10170535,0.312493156,1.53832195
