Location,Site,Section,sample,top,bottom,mp,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Isla Hermite,HER42PB,HER42PB_1F,197,219.3,220.5,219.9,85.86324572,4.293162286,14.13675428,1.413675428,0.190939371,0.019093937,753.1282518,10.09191857,3423.57602,616.2436836,13147.58443,1709.185976,599.0527127,83.86737978,107.6482229,12.91778675,7683.311513,1382.996072,3.689626761,0.258273873,5.405800223,2.91913212,15.70576463,2.198807048,34.46965096,3.102268586,1.887790808,0.033413897,7.303239025,1.168518244,192.3751513,3.847503026,4.803531513,0.240176576,2.882703635,0.006341948,0.649923953,0.019692696
Isla Hermite,HER42PB,HER42PB_1F,200,223.4,224.6,224,88.35931459,4.417965729,11.64068541,1.164068541,0.142526569,0.014252657,670.9631777,6.709631777,2194.360902,394.9849624,11323.61093,1472.069421,690.7048329,96.69867661,104.6054626,12.55265551,9567.109814,1722.079767,2.746114854,0.19222804,5.360618674,2.894734084,16.67157469,2.334020457,22.71049639,2.043944675,1.703350504,0.055358891,4.662067798,0.745930848,171.3980626,3.427961252,2.662592467,0.133129623,1.537065024,0.020135552,0.509992759,0.020042715
Isla Hermite,HER42PB,HER42PB_1F,205,230.3,231.5,230.9,88.43386559,4.42169328,11.56613441,1.156613441,0.149096641,0.014909664,741.4445825,11.34410211,2525.307497,454.5553495,11871.90515,1543.34767,549.7826232,76.96956725,83.17074012,9.980488814,5459.728289,982.751092,2.27561944,0.159293361,3.651541303,1.971832304,16.66345413,2.332883578,20.69597487,1.862637738,1.661949497,0.074953922,4.800340815,0.76805453,190.1380415,3.80276083,3.129892546,0.156494627,2.226385175,0.077700843,0.559160578,0.031368908
Isla Hermite,HER42PB,HER42PB_1F,209,235.8,236.9,236.4,73.17352547,3.658676273,26.82647453,2.682647453,0.408431499,0.04084315,916.3058162,24.46536529,5697.238235,1025.502882,21435.85886,2786.661652,1725.260893,241.536525,306.2265551,36.74718661,11114.88978,2000.68016,5.029922831,0.352094598,6.72326864,3.630565066,24.69330757,3.45706306,25.50832915,2.295749624,2.151234956,0.070560507,18.92485386,3.027976618,248.0408721,4.960817442,10.2233775,0.511168875,5.325335184,0.085205363,1.686751783,0.025638627
Isla Hermite,HER42PB,HER42PB_1F,211,238.4,239.5,239,77.91274175,3.895637088,22.08725825,2.208725825,0.322670089,0.032267009,1039.769396,18.4039183,5573.411793,1003.214123,18063.59942,2348.267925,2165.153606,303.1215048,346.4020468,41.56824562,13675.84016,2461.651229,5.877569688,0.411429878,7.291340643,3.937323947,32.30269493,4.52237729,29.23295322,2.63096579,2.242037963,0.017039489,21.81206384,3.489930214,211.4460624,4.228921248,23.116,1.1558,6.913959552,0.085733098,2.178953363,0.052730671
Isla Hermite,HER42PB,HER42PB_1F,213,241.1,242.3,241.7,75.47426899,3.773713449,24.52573101,2.452573101,0.382799429,0.038279943,1148.87735,9.535682008,4695.135297,845.1243535,16570.75403,2154.198024,1731.529863,242.4141808,288.8091125,34.6570935,12238.61735,2202.951123,4.779923294,0.334594631,6.769791583,3.655687455,30.25871619,4.236220267,26.6817226,2.401355034,2.24979649,0.100115944,16.08852231,2.57416357,202.828785,4.0565757,9.612839085,0.480641954,5.789430375,0.087420399,1.67270819,0.007359916
Isla Hermite,HER42PB,HER42PB_1G,224,246.9,248.1,247.5,86.60530107,4.330265054,13.39469893,1.339469893,0.154469379,0.015446938,736.5789762,28.35829058,1688.278234,303.8900821,9282.261886,1206.694045,544.0403813,76.16565338,91.45583254,10.9746999,16448.97625,2960.815725,2.063550218,0.144448515,8.708805886,4.702755178,37.91346404,5.307884966,18.35356327,1.651820694,2.126541239,0.068261974,3.265430798,0.522468928,146.7512531,2.935025062,3.113895793,0.15569479,3.128752166,0.127027338,0.611488315,0.001712167
Isla Hermite,HER42PB,HER42PB_1G,231,256.4,257.6,257,80.54199127,4.027099563,19.45800873,1.945800873,0.235306237,0.023530624,860.6907676,14.97601936,4369.778556,786.5601401,16688.31951,2169.481536,1581.334342,221.3868079,300.501993,36.06023916,12270.07289,2208.61312,5.122309014,0.358561631,7.561017887,4.082949659,20.55300982,2.877421375,29.3359331,2.640233979,2.072902542,0.043738244,13.37718549,2.140349678,196.4487137,3.928974274,9.298215317,0.464910766,3.408070141,0.066798175,1.037726746,0.009547086
Isla Hermite,HER42PB,HER42PB_1G,232,257.7,258.9,258.3,87.97607322,4.398803661,12.02392678,1.202392678,0.154935347,0.015493535,841.7675868,36.53271327,1951.694876,351.3050777,11281.74843,1466.627296,644.4824408,90.22754171,100.7317857,12.08781428,5685.831956,1023.449752,1.700460441,0.119032231,5.717566832,3.087486089,14.18284501,1.985598301,15.23009592,1.370708633,1.604197983,0.045077963,4.424370634,0.707899301,170.3369471,3.406738942,3.424722039,0.171236102,2.302894171,0.020956337,0.699489559,0.020914738
Isla Hermite,HER42PB,HER42PB_1G,236,263.2,264.4,263.8,83.98527592,4.199263796,16.01472408,1.601472408,0.191320901,0.01913209,712.1125148,24.35424801,1649.869327,296.9764789,10268.05232,1334.846802,511.753571,71.64549994,77.97233518,9.356680222,5669.96572,1020.59383,1.696042582,0.118722981,5.647978456,3.049908366,15.90778555,2.227089977,21.94878635,1.975390772,1.868367764,0.011770717,3.053481296,0.488557007,171.610596,3.43221192,2.248747432,0.112437372,1.898875092,0.034179752,0.465030635,0.006696441
Isla Hermite,HER42PB,HER42PB_1G,240,268.6,269.8,269.2,80.73497786,4.036748893,19.26502214,1.926502214,0.236792999,0.0236793,1041.216979,26.34278957,2991.060367,538.3908661,13752.84253,1787.869529,979.9509916,137.1931388,165.9363359,19.91236031,6876.421266,1237.755828,2.30494227,0.161345959,6.480173586,3.499293736,12.73174274,1.782443984,17.94697181,1.615227463,1.844990156,0.06365216,7.318389831,1.170942373,185.0171857,3.700343714,5.029297468,0.251464873,2.013852629,0.044506143,0.932706076,0.023784005
Isla Hermite,HER42PB,HER42PB_1G,245,275.2,276.4,275.8,84.0103339,4.200516695,15.9896661,1.59896661,0.211330496,0.02113305,961.5239514,19.03817424,2493.852742,448.8934936,12789.28681,1662.607285,746.8175441,104.5544562,112.7063173,13.52475808,5833.148328,1049.966699,1.877953739,0.131456762,6.237541155,3.368272224,14.76761143,2.0674656,27.14668681,2.443201813,1.931484875,0.029165422,5.332748571,0.853239771,185.3224681,3.706449362,5.620769362,0.281038468,2.944212523,0.089798482,0.79831217,0.022672066
Isla Hermite,HER42PB,HER42PB_1G,253,285.8,286.9,286.3,82.79191185,4.139595592,17.20808815,1.720808815,0.243732102,0.02437321,1158.805879,20.0473417,3156.428577,568.1571439,13600.89319,1768.116115,1299.51414,181.9319796,181.7526989,21.81032387,7738.954402,1393.011792,2.990729658,0.209351076,5.937997306,3.206518545,15.51050531,2.171470743,20.09031476,1.808128328,1.893042233,0.07079978,9.789818065,1.56637089,188.000363,3.76000726,8.928726964,0.446436348,2.591150791,0.044826909,1.174017583,0.027119806
