C:\Data\BAS2023_Mo_batch\MI1D__xrf     2023-08-23  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000000.spe	15.00	4.68	0	0.017514	-0.011353	0.009873	0.089277	1336	1.03	0.000	0.000	0.000	0.000	0.000	0.000	0.613	0.000	0.000	0.127	0.078	0.000	0.000	0.036	0.000	0.000	0.057	0.018	0.000	0.000	0.000	0.048	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.044	0.000	0.026	0.000	0.000	0.047	0.033	0.045	0.042	0.019	0.000	6.276	1.026	0.202	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000001.spe	16.00	4.71	0	0.017512	-0.011353	0.009863	0.089277	4720	1.36	0.036	0.054	0.039	0.047	0.000	0.000	0.550	0.000	0.000	0.471	0.127	0.011	0.000	0.000	0.000	0.000	0.000	0.265	0.014	0.000	0.010	0.091	0.000	0.000	0.018	0.000	0.011	0.000	0.012	0.000	0.051	0.018	0.000	0.047	0.000	0.000	0.000	0.000	0.034	0.000	0.126	0.049	0.000	0.000	0.088	28.644	4.002	0.269	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000002.spe	17.00	4.71	0	0.017509	-0.011353	0.009847	0.089277	8671	1.79	0.000	0.033	0.046	0.066	0.027	0.023	0.483	0.000	0.052	0.570	0.227	0.000	0.000	0.000	0.000	0.000	0.239	0.442	0.242	0.024	0.020	0.078	0.070	0.015	0.048	0.024	0.023	0.000	0.018	0.000	0.065	0.016	0.020	0.024	0.000	0.000	0.023	0.000	0.046	0.000	0.155	0.105	0.000	0.125	0.039	54.309	7.767	0.283	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000003.spe	18.00	4.72	0	0.017508	-0.011353	0.009830	0.089277	12584	2.14	0.000	0.000	0.020	0.106	0.066	0.013	0.578	0.000	0.099	0.561	0.280	0.000	0.000	0.000	0.119	0.203	0.395	0.648	0.526	0.066	0.074	0.127	0.000	0.131	0.090	0.046	0.045	0.057	0.072	0.051	0.170	0.061	0.023	0.060	0.000	0.020	0.000	0.011	0.112	0.000	0.199	0.110	0.000	0.188	0.093	76.312	10.579	0.290	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000004.spe	19.00	4.73	0	0.017507	-0.011353	0.009813	0.089277	17822	2.28	0.000	0.000	0.055	0.080	0.080	0.040	0.741	0.000	0.114	0.660	0.463	0.040	0.000	0.000	0.345	0.000	0.551	0.669	0.581	0.103	0.100	0.091	0.032	0.155	0.165	0.071	0.091	0.044	0.070	0.184	0.266	0.245	0.138	0.000	0.056	0.464	0.097	0.094	0.209	0.000	0.018	0.075	0.000	0.129	0.163	105.477	14.240	0.302	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000005.spe	20.00	4.74	0	0.017516	-0.011353	0.009813	0.089277	20682	1.80	0.000	0.029	0.024	0.123	0.101	0.139	0.652	0.000	0.185	1.070	0.476	0.019	0.040	0.000	0.425	0.258	0.127	0.635	0.747	0.069	0.084	0.183	0.000	0.181	0.147	0.100	0.111	0.068	0.232	0.272	0.291	0.313	0.318	0.000	0.000	0.000	0.176	0.168	0.301	0.058	0.331	0.094	0.146	0.265	0.125	120.616	16.361	0.311	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000006.spe	21.00	4.75	0	0.017522	-0.011353	0.009813	0.089277	24343	1.57	0.000	0.000	0.119	0.156	0.178	0.113	0.601	0.000	0.241	3.131	0.610	0.075	0.000	0.000	0.817	0.000	0.314	0.567	0.756	0.132	0.102	0.143	0.000	0.187	0.232	0.074	0.089	0.091	0.267	0.316	0.250	0.400	0.355	0.000	0.025	0.155	0.239	0.221	0.467	0.253	0.097	0.019	0.121	0.366	0.208	136.639	17.851	0.320	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000007.spe	22.00	4.76	0	0.017529	-0.011353	0.009813	0.089277	30221	1.38	0.000	0.072	0.077	0.047	0.085	0.013	0.557	0.000	0.163	6.480	0.923	0.446	0.193	0.015	1.063	0.379	0.874	0.763	0.986	0.094	0.131	0.032	0.020	0.134	0.140	0.094	0.068	0.053	0.611	0.496	0.192	0.568	0.605	0.000	0.525	0.000	0.235	0.300	0.932	0.823	0.286	0.301	0.641	0.327	0.448	163.393	22.165	0.336	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000008.spe	23.00	4.77	1	0.017528	-0.011353	0.009831	0.089277	34542	1.42	0.000	0.071	0.025	0.114	0.079	0.016	0.291	0.000	0.238	9.652	0.882	0.524	0.174	0.084	1.258	0.348	0.460	0.018	1.494	0.088	0.110	0.030	0.118	0.036	0.086	0.117	0.032	0.000	0.867	0.492	0.208	0.693	0.992	0.000	0.282	0.000	0.288	0.422	0.749	1.000	0.557	0.000	1.244	0.135	0.505	179.150	24.098	0.351	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000009.spe	24.00	4.81	1	0.017529	-0.011353	0.009861	0.089277	36620	1.45	0.000	0.026	0.023	0.114	0.070	0.088	0.487	0.014	0.319	11.825	1.208	0.828	0.325	0.000	1.278	0.698	0.790	0.493	0.958	0.095	0.000	0.153	0.000	0.124	0.048	0.090	0.000	0.000	1.135	0.437	0.000	0.656	0.720	0.000	0.398	0.000	0.417	0.221	0.914	1.349	0.416	0.347	0.855	0.205	0.566	188.523	25.716	0.357	
C:\Data\BAS2023_Mo_batch\MI1D__xrf\XRF data\L000010.spe	25.00	4.84	1	0.017533	-0.011353	0.009861	0.089277	37340	1.26	0.000	0.066	0.086	0.107	0.152	0.054	0.301	0.000	0.327	9.013	1.144	0.557	0.134	0.107	1.535	0.226	0.298	0.186	1.056	0.047	0.113	0.112	0.046	0.093	0.122	0.103	0.037	0.063	0.956	0.667	0.000	0.684	0.950	0.000	0.566	0.000	0.354	0.469	0.717	1.300	0.535	0.000	1.203	0.167	0.768	193.529	25.286	0.361	
