C:\Data\BAS2023_Mo_batch\MI1F__rep1     2023-08-23  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000000.spe	1120.00	4.58	0	0.017519	-0.011353	0.009829	0.089277	16603	1.56	0.000	0.000	0.045	0.076	0.122	0.066	0.416	0.000	0.175	0.248	0.434	0.019	0.028	0.000	0.361	0.000	0.173	0.460	0.964	0.086	0.049	0.158	0.075	0.044	0.144	0.059	0.049	0.094	0.080	0.272	0.143	0.318	0.238	0.000	0.000	0.000	0.130	0.147	0.238	0.035	0.262	0.151	0.103	0.207	0.179	94.006	12.879	0.289	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000001.spe	1121.00	4.58	1	0.017518	-0.011353	0.009812	0.089277	27463	1.68	0.000	0.063	0.064	0.093	0.138	0.053	0.518	0.000	0.262	1.418	0.653	0.275	0.000	0.000	1.212	0.000	0.157	0.508	0.901	0.097	0.107	0.157	0.000	0.200	0.145	0.070	0.067	0.061	0.255	0.417	0.318	0.561	0.403	0.000	0.000	0.136	0.082	0.213	0.454	0.463	0.593	0.135	0.522	0.169	0.384	148.718	19.695	0.322	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000002.spe	1122.00	4.58	1	0.017528	-0.011353	0.009812	0.089277	35388	1.19	0.000	0.000	0.086	0.016	0.015	0.000	0.249	0.000	0.241	3.768	1.122	0.666	0.213	0.000	1.926	0.307	0.430	0.549	1.526	0.091	0.085	0.044	0.086	0.083	0.108	0.077	0.063	0.000	0.494	0.742	0.052	0.971	0.945	0.000	0.089	0.000	0.242	0.335	0.638	0.960	0.867	0.275	1.102	0.163	0.379	183.203	25.231	0.349	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000003.spe	1123.00	4.60	1	0.017527	-0.011353	0.009801	0.089277	38593	1.30	0.000	0.084	0.042	0.119	0.107	0.098	0.214	0.084	0.358	4.822	0.893	0.639	0.132	0.000	1.939	0.348	0.339	0.466	0.755	0.063	0.023	0.109	0.112	0.013	0.029	0.089	0.000	0.000	0.478	0.461	0.372	0.888	0.851	0.000	0.651	0.314	0.228	0.312	0.657	1.050	0.920	0.016	1.047	0.439	0.400	202.463	26.348	0.366	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000004.spe	1124.00	4.68	1	0.017526	-0.011353	0.009786	0.089277	38688	1.50	0.000	0.117	0.051	0.035	0.098	0.047	0.297	0.000	0.239	4.766	0.916	0.649	0.000	0.103	2.110	0.207	0.259	0.316	1.590	0.104	0.130	0.026	0.092	0.094	0.134	0.138	0.017	0.000	0.659	0.549	0.379	0.702	0.819	0.000	0.850	0.000	0.237	0.283	0.616	0.958	0.527	0.000	1.176	0.000	0.522	202.469	26.648	0.368	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000005.spe	1125.00	4.68	1	0.017530	-0.011353	0.009704	0.089277	39623	1.30	0.000	0.055	0.038	0.136	0.182	0.040	0.397	0.000	0.316	4.691	1.091	0.795	0.062	0.050	1.522	0.000	0.037	0.567	0.750	0.157	0.160	0.101	0.000	0.103	0.224	0.147	0.097	0.000	0.617	0.538	0.055	0.971	0.632	0.000	0.084	0.299	0.305	0.169	0.784	1.493	0.817	0.000	1.088	0.736	0.667	209.151	27.231	0.373	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000006.spe	1126.00	4.72	1	0.017530	-0.011353	0.009748	0.089277	39776	1.31	0.000	0.070	0.037	0.148	0.162	0.050	0.404	0.000	0.369	6.480	1.290	0.852	0.268	0.180	1.377	0.613	0.000	0.243	1.292	0.068	0.041	0.126	0.049	0.057	0.146	0.074	0.000	0.000	0.805	0.540	0.000	0.922	1.192	0.115	0.304	0.000	0.384	0.435	1.005	1.387	0.660	0.498	1.370	0.207	0.720	207.907	27.266	0.375	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000007.spe	1127.00	4.77	1	0.017529	-0.011353	0.009761	0.089277	39688	1.42	0.000	0.129	0.063	0.155	0.151	0.088	0.328	0.000	0.291	5.800	0.829	0.656	0.051	0.000	1.419	0.796	0.326	0.000	1.397	0.064	0.095	0.119	0.046	0.200	0.163	0.085	0.067	0.049	0.744	0.488	0.423	0.745	0.735	0.000	0.194	0.000	0.285	0.275	0.626	0.782	0.612	0.079	1.160	0.223	0.285	208.739	26.877	0.373	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000008.spe	1128.00	4.78	1	0.017529	-0.011353	0.009839	0.089277	40381	1.41	0.000	0.038	0.000	0.147	0.117	0.000	0.333	0.000	0.246	7.456	0.985	0.593	0.229	0.038	1.777	0.000	0.031	0.388	1.074	0.106	0.146	0.048	0.176	0.037	0.183	0.065	0.116	0.044	1.061	0.686	0.629	1.046	1.091	0.000	0.382	0.028	0.389	0.471	1.209	0.820	0.910	0.184	1.920	0.367	0.613	210.751	28.243	0.376	
C:\Data\BAS2023_Mo_batch\MI1F__rep1\XRF data\L000009.spe	1129.00	4.80	1	0.017533	-0.011353	0.009901	0.089277	40914	1.29	0.000	0.071	0.094	0.071	0.194	0.117	0.326	0.048	0.334	8.102	1.105	0.778	0.126	0.000	1.767	0.524	0.111	0.785	1.354	0.084	0.057	0.098	0.111	0.057	0.071	0.058	0.023	0.016	0.913	0.594	0.490	0.820	1.030	0.276	0.452	0.506	0.181	0.408	1.142	1.163	0.630	0.356	1.440	0.362	0.717	214.809	28.733	0.380	
